movie_id,revnue_id,domestic_box_office,international_box_office,worldwide_box_office,opening_weekend
M799,R799,"$3,080 ","$25,784 ","$28,864 ","$2,843 "
M800,R800,"$37,397,291 ","$16,996,396 ","$54,393,687 ","$10,001,982 "
M801,R801,"$102,118 ","$26,284,921 ","$26,387,039 ","$28,722 "
M802,R802,"$205,505 ","$48,325,382 ","$48,530,887 ","$25,654 "
M803,R803,"$2,672,413 ","$3,294,258 ","$5,966,671 ","$76,222 "
M804,R804,"$4,936,819 ","$5,700,462 ","$10,637,281 ","$2,841,488 "
M805,R805,"$20,275,446 ","$11,117,755 ","$31,393,201 ","$6,030,164 "
M806,R806,"$1,224,330 ","$6,779,891 ","$8,004,221 ","$621,812 "
M807,R807,"$42,629,776 ","$26,354,760 ","$68,984,536 ","$13,203,458 "
M808,R808,"$9,669,521 ","$512,529 ","$10,182,050 ","$4,294,232 "
M809,R809,"$3,877,922 ","$8,504,200 ","$12,382,122 ","$80,325 "
M810,R810,"$10,166,820 ","$1,626,122 ","$11,792,942 ","$4,137,230 "
M811,R811,"$175,003,033 ","$352,962,903 ","$527,965,936 ","$50,198,902 "
M812,R812,"$504,014,165 ","$769,095,055 ","$1,273,109,220 ","$174,750,616 "
M813,R813,"$16,816 ","$769,716 ","$786,532 ","$16,816 "
M814,R814,"$16,999,934 ","$10,573,144 ","$27,573,078 ","$8,493,665 "
M815,R815,"$3,185,193 ","$35,005,324 ","$38,190,517 ","$223,119 "
M816,R816,"$51,802,742 ","$11,187,092 ","$62,989,834 ","$15,556,113 "
M817,R817,"$7,204,138 ","$480,386 ","$7,684,524 ","$3,251,884 "
M818,R818,"$44,667,095 ","$83,446,549 ","$128,113,644 ","$204,878 "
M819,R819,"$135,739 ","$8,457,415 ","$8,593,154 ","$55,850 "
M820,R820,"$191,204,754 ","$293,800,000 ","$485,004,754 ","$65,575,105 "
M821,R821,"$47,602,194 ","$102,827,177 ","$150,429,371 ","$17,346,427 "
M822,R822,"$54,235,441 ","$40,035,047 ","$94,270,488 ","$10,979,290 "
M823,R823,"$36,884 ","$3,550,307 ","$3,587,191 ","$36,884 "
M824,R824,"$30,569,935 ","$2,769,933 ","$33,339,868 ","$13,585,915 "
M825,R825,"$83,586,447 ","$78,335,068 ","$161,921,515 ","$40,272,103 "
M826,R826,"$36,918,811 ","$43,670,131 ","$80,588,942 ","$14,034,764 "
M827,R827,"$13,749,300 ","$3,467,655 ","$17,216,955 ","$4,526,222 "
M828,R828,"$24,397,469 ","$262,854 ","$24,660,323 ","$11,643,342 "
M829,R829,"$3,317,468 ","$1,616,888 ","$4,934,356 ","$35,539 "
M830,R830,"$319,285 ","$511,415 ","$830,700 ","$16,427 "
M831,R831,"$95,933 ","$6,828,388 ","$6,924,321 ","$95,933 "
M832,R832,"$51,853,450 ","$3,395,709 ","$55,249,159 ","$10,822,903 "
M833,R833,"$85,028,192 ","$226,951,064 ","$311,979,256 ","$28,591,370 "
M834,R834,"$71,091,594 ","$36,362,313 ","$107,453,907 ","$23,762,435 "
M835,R835,"$14,444,999 ","$217,704 ","$14,662,703 ","$84,986 "
M836,R836,"$18,704,596 ","$16,698,206 ","$35,402,802 ","$113,803 "
M837,R837,"$58,250,803 ","$215,226,698 ","$273,477,501 ","$23,633,317 "
M838,R838,"$8,574,339 ","$8,547,484 ","$17,121,823 ","$110,175 "
M839,R839,"$22,951,340 ","$56,653,480 ","$79,604,820 ","$189,911 "
M840,R840,"$2,283,849 ","$11,628,440 ","$13,912,289 ","$50,021 "
M841,R841,"$19,806,188 ","$19,200,000 ","$39,006,188 ","$6,463,278 "
M842,R842,"$83,107,829 ","$120,824,345 ","$203,932,174 ","$21,027,007 "
M843,R843,"$143,153,751 ","$104,658,260 ","$247,812,011 ","$36,357,586 "
M844,R844,"$110,101,975 ","$111,366,960 ","$221,468,935 ","$27,450,296 "
M845,R845,"$97,690,976 ","$128,300,000 ","$225,990,976 ","$18,262,471 "
M846,R846,"$69,951,824 ","$96,665,504 ","$166,617,328 ","$14,851,136 "
M847,R847,"$127,509,326 ","$202,122,632 ","$329,631,958 ","$26,853,816 "
M848,R848,"$50,877,145 ","$39,605,172 ","$90,482,317 ","$10,103,675 "
M849,R849,"$26,238,243 ","$20,396,032 ","$46,634,275 ","$202,714 "
M850,R850,"$40,962,534 ","$36,773,391 ","$77,735,925 ","$10,470,143 "
M851,R851,"$85,463,309 ","$178,417,032 ","$263,880,341 ","$27,319,677 "
M852,R852,"$200,558 ","$1,016,749 ","$1,217,307 ","$15,254 "
M853,R853,"$5,353,586 ","$15,079,641 ","$20,433,227 ","$561,906 "
M854,R854,"$223,838 ","$5,252,955 ","$5,476,793 ","$52,843 "
M855,R855,"$1,728,953 ","$3,243,063 ","$4,972,016 ","$52,041 "
M856,R856,"$14,011,084 ","$16,152,701 ","$30,163,785 ","$5,421,669 "
M857,R857,"$47,185 ","$576,107 ","$623,292 ","$7,525 "
M858,R858,"$333,714,112 ","$437,168,283 ","$770,882,395 ","$94,320,883 "
M859,R859,"$43,318 ","$2,904,419 ","$2,947,737 ","$4,651 "
M860,R860,"$126,573,960 ","$330,933,816 ","$457,507,776 ","$43,899,340 "
M861,R861,"$17,237,855 ","$18,831,035 ","$36,068,890 ","$2,686,526 "
M862,R862,"$42,025,135 ","$52,738,623 ","$94,763,758 ","$19,030,375 "
M863,R863,"$86,907,746 ","$18,000,000 ","$104,907,746 ","$26,588,460 "
M864,R864,"$113,203,870 ","$167,152,050 ","$280,355,920 ","$38,142,825 "
M865,R865,"$2,450,867 ","$17,944,173 ","$20,395,040 ","$38,372 "
M866,R866,"$63,536,011 ","$69,549,284 ","$133,085,295 ","$14,650,121 "
M867,R867,"$37,446,117 ","$26,356,811 ","$63,802,928 ","$13,019,686 "
M868,R868,"$6,469,813 ","$843,884 ","$7,313,697 ","$3,294,876 "
M869,R869,"$66,184,051 ","$105,838,466 ","$172,022,517 ","$29,027,348 "
M870,R870,"$6,115,824 ","$27,106,490 ","$33,222,314 ","$3,024,399 "
M871,R871,"$34,017,028 ","$14,558,937 ","$48,575,965 ","$13,010,267 "
M872,R872,"$148,095,302 ","$126,447,783 ","$274,543,085 ","$271,720 "
M873,R873,"$33,446,470 ","$19,744,631 ","$53,191,101 ","$507,226 "
M874,R874,"$79,366,978 ","$158,003,372 ","$237,370,350 ","$30,480,153 "
M875,R875,"$1,802,521 ","$29,824,849 ","$31,627,370 ","$61,070 "
M876,R876,"$34,194,407 ","$78,770,468 ","$112,964,875 ","$168,051 "
M877,R877,"$8,050,977 ","$2,106,557 ","$10,157,534 ","$4,271,451 "
M878,R878,"$35,017,223 ","$663,663 ","$35,680,886 ","$9,112,839 "
M879,R879,"$18,622,031 ","$9,830,914 ","$28,452,945 ","$180,708 "
M880,R880,"$21,302,340 ","$20,339,826 ","$41,642,166 ","$8,129,355 "
M881,R881,"$35,016,118 ","$6,318,617 ","$41,334,735 ","$8,644,095 "
M882,R882,"$484,592 ","$1,092,993 ","$1,577,585 ","$27,245 "
M883,R883,"$1,065,429 ","$918,167 ","$1,983,596 ","$102,566 "
M884,R884,"$72,688,614 ","$170,700,000 ","$243,388,614 ","$29,800,263 "
M885,R885,"$75,605,492 ","$35,695,343 ","$111,300,835 ","$19,501,302 "
M886,R886,"$3,591,299 ","$3,000,066 ","$6,591,365 ","$484,401 "
M887,R887,"$336,472 ","$515,927 ","$852,399 ","$27,682 "
M888,R888,"$59,157,732 ","$97,241,912 ","$156,399,644 ","$17,509,407 "
M889,R889,"$71,562,550 ","$39,972,331 ","$111,534,881 ","$29,816,675 "
M890,R890,"$38,543,473 ","$87,526,036 ","$126,069,509 ","$14,608,152 "
M891,R891,"$15,323,921 ","$71,685,717 ","$87,009,638 ","$1,076,250 "
M892,R892,"$28,873,374 ","$39,539,646 ","$68,413,020 ","$15,815,497 "
M893,R893,"$10,501,938 ","$1,312,051 ","$11,813,989 ","$4,503,892 "
M894,R894,"$44,467,206 ","$56,019,410 ","$100,486,616 ","$7,846,426 "
M895,R895,"$18,494,006 ","$8,393,171 ","$26,887,177 ","$7,020,196 "
M896,R896,"$58,877,969 ","$152,978,119 ","$211,856,088 ","$25,577,758 "
M897,R897,"$56,003,051 ","$52,116,611 ","$108,119,662 ","$14,087,050 "
M898,R898,"$49,008,662 ","$28,221,033 ","$77,229,695 ","$14,623,599 "
M899,R899,"$3,103,407 ","$684,282 ","$3,787,689 ","$107,785 "
M900,R900,"$34,353,000 ","$32,777,045 ","$67,130,045 ","$12,750,297 "
M901,R901,"$35,074,677 ","$130,477,613 ","$165,552,290 ","$11,731,708 "
M902,R902,"$23,083,334 ","$2,267,413 ","$25,350,747 ","$7,450,275 "
M903,R903,"$46,874,505 ","$99,077,356 ","$145,951,861 ","$16,853,422 "
M904,R904,"$3,614,896 ","$1,005,503 ","$4,620,399 ","$1,597,928 "
M905,R905,"$57,386,418 ","$39,522,040 ","$96,908,458 ","$16,172,119 "
M906,R906,"$8,195,551 ","$746,965 ","$8,942,516 ","$3,445,559 "
M907,R907,"$31,715,062 ","$81,215,895 ","$112,930,957 ","$12,063,452 "
M908,R908,"$120,146,040 ","$48,165,518 ","$168,311,558 ","$31,069,826 "
M909,R909,"$49,554,002 ","$165,526,808 ","$215,080,810 ","$14,800,723 "
M910,R910,"$192,769,854 ","$209,510,305 ","$402,280,159 ","$69,637,740 "
M911,R911,"$31,841,299 ","$25,452,072 ","$57,293,371 ","$1,453,844 "
M912,R912,"$542,860 ","$9,119,354 ","$9,662,214 ","$14,037 "
M913,R913,"$114,053,579 ","$213,961,450 ","$328,015,029 ","$26,223,128 "
M914,R914,"$538,690 ","$3,183,298 ","$3,721,988 ","$45,130 "
M915,R915,"$25,124,986 ","$40,284,060 ","$65,409,046 ","$9,352,008 "
M916,R916,"$72,286,779 ","$23,781,945 ","$96,068,724 ","$19,152,401 "
M917,R917,"$28,087,155 ","$58,561,204 ","$86,648,359 ","$10,925,253 "
M918,R918,"$10,324,441 ","$929,380 ","$11,253,821 ","$5,123,760 "
M919,R919,"$15,160,801 ","$2,759,212 ","$17,920,013 ","$4,642,329 "
M920,R920,"$208,545,589 ","$502,098,977 ","$710,644,566 ","$72,611,427 "
M921,R921,"$343,706 ","$63,394 ","$407,100 ","$19,505 "
M922,R922,"$31,165,421 ","$44,800,146 ","$75,965,567 ","$9,336,957 "
M923,R923,"$35,017 ","$1,357,632 ","$1,392,649 ","$18,722 "
M924,R924,"$7,388,654 ","$8,952,113 ","$16,340,767 ","$3,528,376 "
M925,R925,"$28,795,985 ","$34,333,924 ","$63,129,909 ","$13,332,955 "
M926,R926,"$16,131,410 ","$27,271,105 ","$43,402,515 ","$6,713,900 "
M927,R927,"$448,139,099 ","$634,089,008 ","$1,082,228,107 ","$160,887,295 "
M928,R928,"$33,307,793 ","$25,278,614 ","$58,586,407 ","$2,091,551 "
M929,R929,"$49,521 ","$14,469,363 ","$14,518,884 ","$10,340 "
M930,R930,"$353,007,020 ","$1,163,874,506 ","$1,516,881,526 ","$147,163,560 "
M931,R931,"$7,582,065 ","$9,921,763 ","$17,503,828 ","$227,688 "
M932,R932,"$62,524,260 ","$132,669,825 ","$195,194,085 ","$21,635,601 "
M933,R933,"$69,179,066 ","$48,199,018 ","$117,378,084 ","$17,005,332 "
M934,R934,"$169,368,427 ","$422,323,651 ","$591,692,078 ","$67,528,882 "
M935,R935,"$12,082,391 ","$263,492 ","$12,345,883 ","$5,401,605 "
M936,R936,"$67,300,955 ","$27,199,871 ","$94,500,826 ","$19,167,085 "
M937,R937,"$141,330,703 ","$242,494,724 ","$383,825,427 ","$360,018 "
M938,R938,"$163,753 ","$2,608,758 ","$2,772,511 ","$15,467 "
M939,R939,"$35,060,689 ","$46,297,241 ","$81,357,930 ","$11,340,461 "
M940,R940,"$59,774 ","$235,718 ","$295,492 ","$9,821 "
M941,R941,"$9,659,074 ","$14,815,389 ","$24,474,463 ","$4,402,201 "
M942,R942,"$13,657,115 ","$10,558,270 ","$24,215,385 ","$5,242,107 "
M943,R943,"$2,231,474 ","$6,378,475 ","$8,609,949 ","$38,594 "
M944,R944,"$42,779,261 ","$189,238,587 ","$232,017,848 ","$6,307,691 "
M945,R945,"$9,737,892 ","$6,828,348 ","$16,566,240 ","$193,728 "
M946,R946,"$171,243,005 ","$81,033,923 ","$252,276,928 ","$24,830,443 "
M947,R947,"$1,785,645 ","$15,237,476 ","$17,023,121 ","$119,086 "
M948,R948,"$20,218,921 ","$383,066 ","$20,601,987 ","$30,452 "
M949,R949,"$148,438,600 ","$162,211,974 ","$310,650,574 ","$30,833,665 "
M950,R950,"$100,246,011 ","$104,528,679 ","$204,774,690 ","$16,411,322 "
M951,R951,$918 ,"$167,914 ","$168,832 ",$918 
M952,R952,"$155,271 ","$441,064 ","$596,335 ","$40,763 "
M953,R953,"$84,525,432 ","$11,882,223 ","$96,407,655 ","$21,577,049 "
M954,R954,"$38,934,842 ","$3,239,703 ","$42,174,545 ","$8,364,199 "
M955,R955,"$30,577,122 ","$57,379,496 ","$87,956,618 ","$9,740,471 "
M956,R956,"$116,632,095 ","$60,393,403 ","$177,025,498 ","$24,637,312 "
M957,R957,"$391,611 ","$683,398 ","$1,075,009 ","$26,419 "
M958,R958,"$90,282,580 ","$147,776,989 ","$238,059,569 ","$22,232,291 "
M959,R959,"$93,050,117 ","$193,141,974 ","$286,192,091 ","$29,807,393 "
M960,R960,"$188,870 ","$10,023,533 ","$10,212,403 ","$24,684 "
M961,R961,"$641,054 ","$3,589,372 ","$4,230,426 ","$18,866 "
M962,R962,"$11,368,012 ","$4,853,199 ","$16,221,211 ","$4,785,431 "
M963,R963,"$6,112,914 ","$6,713,117 ","$12,826,031 ","$3,016,149 "
M964,R964,"$32,732,301 ","$10,338,614 ","$43,070,915 ","$11,071,584 "
M965,R965,"$12,241,072 ","$6,704,610 ","$18,945,682 ","$4,690,214 "
M966,R966,"$180,174,880 ","$419,505,894 ","$599,680,774 ","$63,106,589 "
M967,R967,"$9,046,156 ","$35,037,247 ","$44,083,403 ","$253,085 "
M968,R968,"$31,457,946 ","$5,398,360 ","$36,856,306 ","$10,065,630 "
M969,R969,"$13,442,412 ","$1,875,845 ","$15,318,257 ","$5,423,315 "
M970,R970,"$7,321 ","$4,287,052 ","$4,294,373 ","$5,824 "
M971,R971,"$2,222,862 ","$23,504,182 ","$25,727,044 ","$59,848 "
M972,R972,"$7,706,436 ","$6,000 ","$7,712,436 ","$1,908,420 "
M973,R973,"$508,714 ","$24,521 ","$533,235 ","$327,000 "
M974,R974,"$75,658,097 ","$61,893,497 ","$137,551,594 ","$22,403,596 "
M975,R975,"$1,400,726 ","$7,929,739 ","$9,330,465 ","$664,517 "
M976,R976,"$172,062,763 ","$227,803,436 ","$399,866,199 ","$44,026,211 "
M977,R977,"$29,063 ","$433,143 ","$462,206 ","$9,838 "
M978,R978,"$30,212,620 ","$19,415,557 ","$49,628,177 ","$7,484,696 "
M979,R979,"$2,229,058 ","$3,975,976 ","$6,205,034 ","$53,778 "
M980,R980,"$2,039,869 ","$232,317 ","$2,272,186 ","$34,528 "
M981,R981,"$67,631,157 ","$211,100,212 ","$278,731,369 ","$16,472,458 "
M982,R982,"$93,617,009 ","$35,645,379 ","$129,262,388 ","$300,010 "
M983,R983,"$104,386,950 ","$313,800,000 ","$418,186,950 ","$24,005,069 "
M984,R984,"$5,666,340 ","$2,847,985 ","$8,514,325 ","$3,048,665 "
M985,R985,"$2,037,459 ","$20,976,568 ","$23,014,027 ","$112,712 "
M986,R986,"$106,954,678 ","$224,312,032 ","$331,266,710 ","$1,443,809 "
M987,R987,"$16,170,632 ","$51,584,966 ","$67,755,598 ","$134,064 "
M988,R988,"$68,559,554 ","$132,300,000 ","$200,859,554 ","$14,401,054 "
M989,R989,"$245,439,076 ","$858,614,996 ","$1,104,054,072 ","$100,038,390 "
M990,R990,"$150,394,119 ","$117,422,157 ","$267,816,276 ","$26,419,396 "
M991,R991,"$6,852,971 ","$63,980 ","$6,916,951 ","$197,415 "
M992,R992,"$75,612,460 ","$56,880,555 ","$132,493,015 ","$27,059,130 "
M993,R993,"$59,671 ","$2,704 ","$62,375 ","$13,351 "
M994,R994,"$4,563,029 ","$82,245,176 ","$86,808,205 ","$171,187 "
M995,R995,"$3,491,669 ","$637,159 ","$4,128,828 ","$1,579,402 "
M996,R996,"$71,017,784 ","$277,529,739 ","$348,547,523 ","$17,548,389 "
M997,R997,"$132,556,852 ","$283,900,000 ","$416,456,852 ","$53,113,752 "
M998,R998,"$47,323,100 ","$35,190,390 ","$82,513,490 ","$16,016,910 "
M999,R999,"$25,326,071 ","$7,374,368 ","$32,700,439 ","$7,138,266 "
M1000,R1000,"$65,653,242 ","$1,297,645 ","$66,950,887 ","$25,390,575 "
M1001,R1001,"$218,665,740 ","$337,350,887 ","$556,016,627 ","$54,415,205 "
M1002,R1002,"$12,431,792 ","$185,680 ","$12,617,472 ","$4,255,423 "
M1003,R1003,"$1,291,645 ","$3,367,465 ","$4,659,110 ","$37,864 "
M1004,R1004,"$113,721,571 ","$56,828,182 ","$170,549,753 ","$39,127,170 "
M1005,R1005,"$161,321,843 ","$718,443,294 ","$879,765,137 ","$46,629,259 "
M1006,R1006,"$90,411,453 ","$21,300,000 ","$111,711,453 ","$33,803,253 "
M1007,R1007,"$15,789,389 ","$29,271,091 ","$45,060,480 ","$6,084,682 "
M1008,R1008,"$175,837,935 ","$76,459,470 ","$252,297,405 ","$33,377,060 "
M1009,R1009,"$557,241 ","$48,921 ","$606,162 ","$219,357 "
M1010,R1010,"$3,083,538 ","$1,300,000 ","$4,383,538 ","$172,194 "
M1011,R1011,"$56,746,769 ","$61,463,009 ","$118,209,778 ","$30,053,954 "
M1012,R1012,"$15,740,721 ","$16,522,145 ","$32,262,866 ","$6,262,396 "
M1013,R1013,"$4,452,423 ",$904 ,"$4,453,327 ","$653,000 "
M1014,R1014,"$2,122,085 ","$10,125,597 ","$12,247,682 ","$49,295 "
M1015,R1015,"$90,559,416 ","$183,833,464 ","$274,392,880 ","$42,030,184 "
M1016,R1016,"$35,739,802 ","$78,065,778 ","$113,805,580 ","$489,015 "
M1017,R1017,"$209,028,679 ","$289,409,533 ","$498,438,212 ","$62,304,277 "
M1018,R1018,"$7,689,607 ","$56,663,000 ","$64,352,607 ","$334,183 "
M1019,R1019,"$112,735,375 ","$111,879,369 ","$224,614,744 ","$22,100,820 "
M1020,R1020,"$19,676,965 ","$37,307,254 ","$56,984,219 ","$257,232 "
M1021,R1021,"$11,001,272 ","$20,877,619 ","$31,878,891 ","$160,069 "
M1022,R1022,"$219,614,612 ","$223,868,601 ","$443,483,213 ","$48,875,415 "
M1023,R1023,"$29,580,087 ","$50,900,479 ","$80,480,566 ","$6,616,571 "
M1024,R1024,"$39,471,742 ","$7,945,509 ","$47,417,251 ","$82,664 "
M1025,R1025,"$760,507,625 ","$2,085,391,916 ","$2,845,899,541 ","$77,025,481 "
M1026,R1026,"$9,176,000 ","$18,966,379 ","$28,142,379 ","$217,332 "
M1027,R1027,"$31,177,548 ","$15,426,506 ","$46,604,054 ","$9,909,499 "
M1028,R1028,"$17,686,929 ","$8,830,890 ","$26,517,819 ","$8,704,271 "
M1029,R1029,"$138,797,449 ","$291,263,764 ","$430,061,213 ","$355,450 "
M1030,R1030,"$582,024 ","$291,593 ","$873,617 ","$37,172 "
M1031,R1031,"$195,459 ","$20,270,557 ","$20,466,016 ","$65,944 "
M1032,R1032,"$32,367,005 ","$70,349,316 ","$102,716,321 ","$9,739,161 "
M1033,R1033,"$200,821,936 ","$384,077,883 ","$584,899,819 ","$48,767,052 "
M1034,R1034,"$39,440,655 ","$51,112,020 ","$90,552,675 ","$11,947,744 "
M1035,R1035,"$23,240,020 ","$12,552,925 ","$35,792,945 ","$8,523,153 "
M1036,R1036,"$21,148,651 ","$46,107,265 ","$67,255,916 ","$6,542,779 "
M1037,R1037,"$1,095,369 ","$14,548,827 ","$15,644,196 ","$37,563 "
M1038,R1038,"$81,562,942 ","$84,157,979 ","$165,720,921 ","$22,688,457 "
M1039,R1039,"$391,674 ","$32,475 ","$424,149 ","$21,235 "
M1040,R1040,"$296,131,568 ","$656,469,821 ","$952,601,389 ","$125,017,372 "
M1041,R1041,"$260,441 ","$1,684,979 ","$1,945,420 ","$21,809 "
M1042,R1042,"$65,028,687 ","$4,999,246 ","$70,027,933 ","$29,241,911 "
M1043,R1043,"$47,047,013 ","$18,235,719 ","$65,282,732 ","$13,319,371 "
M1044,R1044,"$33,404,871 ","$69,508,090 ","$102,912,961 ","$612,064 "
M1045,R1045,"$33,618,855 ","$45,457,823 ","$79,076,678 ","$12,691,415 "
M1046,R1046,"$53,262,560 ","$88,244,795 ","$141,507,355 ","$18,048,422 "
M1047,R1047,"$26,004,851 ","$21,119,787 ","$47,124,638 ","$8,811,790 "
M1048,R1048,"$775,849 ","$3,718,711 ","$4,494,560 ","$313,958 "
M1049,R1049,"$137,400,141 ","$180,344,261 ","$317,744,402 ","$41,855,326 "
M1050,R1050,"$262,030,663 ","$495,859,604 ","$757,890,267 ","$62,004,688 "
M1051,R1051,"$12,795,746 ","$10,469,386 ","$23,265,132 ","$169,702 "
M1052,R1052,"$7,078,738 ","$4,688,221 ","$11,766,959 ","$3,822,803 "
M1053,R1053,"$237,282,182 ","$317,324,350 ","$554,606,532 ","$66,323,594 "
M1054,R1054,"$37,519,139 ","$99,970,591 ","$137,489,730 ","$16,306,974 "
M1055,R1055,"$1,597,486 ","$1,493,107 ","$3,090,593 ","$109,221 "
M1056,R1056,"$12,985,600 ","$1,643,321 ","$14,628,921 ","$3,591,282 "
M1057,R1057,"$5,637,066 ","$2,828,779 ","$8,465,845 ","$72,459 "
M1058,R1058,"$177,397,510 ","$208,600,386 ","$385,997,896 ","$52,107,731 "
M1059,R1059,"$3,000,342 ","$9,904,765 ","$12,905,107 ","$1,211,210 "
M1060,R1060,"$31,153,464 ","$107,683,292 ","$138,836,756 ","$14,123,903 "
M1061,R1061,"$6,864,016 ","$21,856,454 ","$28,720,470 ","$3,258,327 "
M1062,R1062,"$25,138,705 ","$15,300,269 ","$40,438,974 ","$8,800,230 "
M1063,R1063,"$12,639,297 ","$13,304,495 ","$25,943,792 ","$6,109,085 "
M1064,R1064,"$19,115,191 ","$4,630,581 ","$23,745,772 ","$7,353,922 "
M1065,R1065,"$700,059,566 ","$636,434,755 ","$1,336,494,321 ","$202,003,951 "
M1066,R1066,"$226,277,068 ","$387,925,247 ","$614,202,315 ","$88,411,916 "
M1067,R1067,"$168,052,812 ","$393,019,247 ","$561,072,059 ","$61,025,472 "
M1068,R1068,"$25,534,493 ","$3,041,285 ","$28,575,778 ","$10,505,668 "
M1069,R1069,"$1,090,947 ","$1,321,176 ","$2,412,123 ","$192,508 "
M1070,R1070,"$8,402,485 ","$2,010,000 ","$10,412,485 ","$3,607,164 "
M1071,R1071,"$37,780,486 ","$2,213,861 ","$39,994,347 ","$10,527,799 "
M1072,R1072,"$31,691,811 ","$10,232,963 ","$41,924,774 ","$14,211,321 "
M1073,R1073,"$40,689,393 ","$47,085,657 ","$87,775,050 ","$17,639,849 "
M1074,R1074,"$9,793,406 ","$19,903 ","$9,813,309 ","$4,562,675 "
M1075,R1075,"$7,873,007 ","$9,958,551 ","$17,831,558 ","$3,129,473 "
M1076,R1076,"$44,114,232 ","$50,780,216 ","$94,894,448 ","$116,616 "
M1077,R1077,"$83,823,381 ","$83,019,358 ","$166,842,739 ","$1,181,450 "
M1078,R1078,"$37,491,364 ","$87,022,647 ","$124,514,011 ","$8,611,147 "
M1079,R1079,"$15,988,876 ","$7,672,162 ","$23,661,038 ","$6,511,128 "
M1080,R1080,"$28,544,157 ","$16,499,713 ","$45,043,870 ","$9,527,848 "
M1081,R1081,"$8,114,270 ","$21,092,462 ","$29,206,732 ","$1,502,231 "
M1082,R1082,"$49,492,060 ","$45,612,244 ","$95,104,304 ","$16,894,511 "
M1083,R1083,"$24,814,830 ","$1,046,419 ","$25,861,249 ","$7,011,631 "
M1084,R1084,"$36,665,854 ","$35,629,408 ","$72,295,262 ","$10,408,176 "
M1085,R1085,"$24,046,682 ","$15,079,745 ","$39,126,427 ","$8,525,728 "
M1086,R1086,"$454,121 ","$504,857 ","$958,978 ","$43,318 "
M1087,R1087,"$104,400,899 ","$166,596,479 ","$270,997,378 ","$786,190 "
M1088,R1088,"$841,056 ","$1,637 ","$842,693 ","$21,495 "
M1089,R1089,"$38,536,376 ","$42,144,807 ","$80,681,183 ","$11,644,672 "
M1090,R1090,"$21,416,355 ","$46,848,618 ","$68,264,973 ","$11,692,415 "
M1091,R1091,"$31,011,732 ","$28,783,338 ","$59,795,070 ","$9,203,266 "
M1092,R1092,"$148,415,853 ","$173,471,355 ","$321,887,208 ","$46,016,833 "
M1093,R1093,"$310,007 ","$8,297,686 ","$8,607,693 ","$41,512 "
M1094,R1094,"$37,729,698 ","$288,175 ","$38,017,873 ","$19,497,324 "
M1095,R1095,"$100,539,043 ","$111,200,000 ","$211,739,043 ","$32,689,406 "
M1096,R1096,"$3,205,706 ","$16,799,907 ","$20,005,613 ","$111,869 "
M1097,R1097,"$109,338 ","$5,204,856 ","$5,314,194 ","$23,174 "
M1098,R1098,"$18,335,230 ","$41,881,941 ","$60,217,171 ","$264,851 "
M1099,R1099,"$152,857 ","$203,062 ","$355,919 ","$42,145 "
M1100,R1100,"$600,896 ","$2,064,426 ","$2,665,322 ","$155,642 "
M1101,R1101,"$11,278 ","$43,387 ","$54,665 ",$733 
M1102,R1102,"$83,028,130 ","$203,868,448 ","$286,896,578 ","$21,312,625 "
M1103,R1103,"$16,098,998 ","$1,450,647 ","$17,549,645 ","$377,285 "
M1104,R1104,"$101,802,906 ","$309,200,000 ","$411,002,906 ","$37,285,325 "
M1105,R1105,"$133,668,525 ","$113,355,283 ","$247,023,808 ","$41,508,572 "
M1106,R1106,"$21,502,690 ","$5,351,120 ","$26,853,810 ","$552,788 "
M1107,R1107,"$36,931,089 ","$21,948,592 ","$58,879,681 ","$13,453,714 "
M1108,R1108,"$4,010,957 ","$411,361 ","$4,422,318 ","$97,762 "
M1109,R1109,"$38,518,613 ","$22,513,319 ","$61,031,932 ","$14,437,269 "
M1110,R1110,"$130,179,072 ","$164,896,810 ","$295,075,882 ","$52,263,680 "
M1111,R1111,"$216,391,482 ","$530,529,789 ","$746,921,271 ","$60,316,738 "
M1112,R1112,"$8,808 ","$726,516 ","$735,324 ","$5,295 "
M1113,R1113,"$36,880,033 ","$9,364,033 ","$46,244,066 ","$11,801,271 "
M1114,R1114,"$3,712,282 ","$3,967,968 ","$7,680,250 ","$190,012 "
M1115,R1115,"$7,159,147 ","$72,091,046 ","$79,250,193 ","$233,323 "
M1116,R1116,"$40,412,817 ","$63,016,938 ","$103,429,755 ","$9,186,054 "
M1117,R1117,"$40,222,514 ","$36,986,197 ","$77,208,711 ","$190,739 "
M1118,R1118,"$4,443,403 ","$20,953,784 ","$25,397,187 ","$88,826 "
M1119,R1119,"$30,226,144 ","$35,149 ","$30,261,293 ","$6,005,180 "
M1120,R1120,"$41,797,066 ","$87,087,428 ","$128,884,494 ","$10,059,425 "
M1121,R1121,"$93,466,502 ","$81,340,943 ","$174,807,445 ","$335,837 "
M1122,R1122,"$18,317,151 ","$2,288,902 ","$20,606,053 ","$4,174,383 "
M1123,R1123,"$66,661,095 ","$52,851,676 ","$119,512,771 ","$9,656,250 "
M1124,R1124,"$53,695,808 ","$102,073,870 ","$155,769,678 ","$6,481,221 "
M1125,R1125,"$6,422 ","$1,531,057 ","$1,537,479 ","$1,322 "
M1126,R1126,"$32,187,017 ","$8,099,399 ","$40,286,416 ","$12,201,873 "
