movie_id,revnue_id,domestic_box_office,international_box_office,worldwide_box_office,opening_weekend
M1600,R1600,"$28,842,237 ","$1,005,243 ","$29,847,480 ","$9,783,603 "
M1601,R1601,"$2,850,357 ","$90,054 ","$2,940,411 ","$1,478,323 "
M1602,R1602,"$95,020,213 ","$2,450,488 ","$97,470,701 ","$27,487,144 "
M1603,R1603,"$40,435,190 ","$13,137,632 ","$53,572,822 ","$13,411,093 "
M1604,R1604,"$3,337,931 ","$2,887,373 ","$6,225,304 ","$1,968,505 "
M1605,R1605,"$223,202 ","$2,057,887 ","$2,281,089 ","$28,815 "
M1606,R1606,"$7,459,300 ","$34,604,805 ","$42,064,105 ","$3,721,526 "
M1607,R1607,"$128,505,958 ","$132,937,284 ","$261,443,242 ","$26,455,463 "
M1608,R1608,"$64,665,672 ","$114,691,454 ","$179,357,126 ","$18,814,323 "
M1609,R1609,"$26,403 ","$3,328,645 ","$3,355,048 ","$3,746 "
M1610,R1610,"$1,007,535 ","$316,764 ","$1,324,299 ","$58,589 "
M1611,R1611,"$56,758,835 ","$180,040,376 ","$236,799,211 ","$21,514,080 "
M1612,R1612,"$3,763,583 ","$21,597,623 ","$25,361,206 ","$1,831,588 "
M1613,R1613,"$14,674,077 ","$8,562,219 ","$23,236,296 ","$160,089 "
M1614,R1614,"$47,482,519 ","$134,500,000 ","$181,982,519 ","$18,372,372 "
M1615,R1615,"$35,593,113 ","$69,485,336 ","$105,078,449 ","$11,111,875 "
M1616,R1616,"$35,819,556 ","$32,401,396 ","$68,220,952 ","$10,778,392 "
M1617,R1617,"$3,759,286 ","$1,946,882 ","$5,706,168 ","$135,222 "
M1618,R1618,"$58,032,443 ","$207,846,093 ","$265,878,536 ","$24,167,011 "
M1619,R1619,"$45,819,713 ","$25,298,665 ","$71,118,378 ","$15,815,025 "
M1620,R1620,"$35,017,297 ","$25,692,671 ","$60,709,968 ","$13,652,001 "
M1621,R1621,"$3,909,149 ","$11,404,482 ","$15,313,631 ","$147,812 "
M1622,R1622,"$18,354,356 ","$38,468,604 ","$56,822,960 ","$212,440 "
M1623,R1623,"$17,181,265 ","$38,895,823 ","$56,077,088 ","$547,092 "
M1624,R1624,"$6,777,741 ","$17,711,409 ","$24,489,150 ","$133,557 "
M1625,R1625,"$10,977,721 ","$68,937,640 ","$79,915,361 ","$5,041,239 "
M1626,R1626,"$218,080,025 ","$332,437,332 ","$550,517,357 ","$50,130,145 "
M1627,R1627,"$57,010,853 ","$104,500,000 ","$161,510,853 ","$682,504 "
M1628,R1628,"$5,128,124 ","$13,863,164 ","$18,991,288 ","$400,782 "
M1629,R1629,"$83,043,761 ","$93,937,102 ","$176,980,863 ","$547,425 "
M1630,R1630,"$291,710,957 ","$428,828,615 ","$720,539,572 ","$65,556,312 "
M1631,R1631,"$51,225,796 ","$102,544,256 ","$153,770,052 ","$4,001,890 "
M1632,R1632,"$52,397,389 ","$78,955,776 ","$131,353,165 ","$16,061,271 "
M1633,R1633,"$11,050,094 ","$81,813,851 ","$92,863,945 ","$397,472 "
M1634,R1634,"$33,987,757 ","$82,160,780 ","$116,148,537 ","$7,707,972 "
M1635,R1635,"$11,634,362 ","$31,519,226 ","$43,153,588 ","$89,472 "
M1636,R1636,"$6,167,817 ","$63,554,627 ","$69,722,444 ","$101,749 "
M1637,R1637,"$66,432,867 ","$57,521,456 ","$123,954,323 ","$207,377 "
M1638,R1638,"$30,272,254 ","$32,374,509 ","$62,646,763 ","$12,856,040 "
M1639,R1639,"$111,110,575 ","$345,700,000 ","$456,810,575 ","$24,271,354 "
M1640,R1640,"$7,301,288 ","$10,098,717 ","$17,400,005 ","$108,080 "
M1641,R1641,"$19,480,739 ","$7,222,445 ","$26,703,184 ","$8,440,629 "
M1642,R1642,"$26,900,336 ","$11,353,097 ","$38,253,433 ","$10,833,633 "
M1643,R1643,"$75,817,994 ","$79,932,634 ","$155,750,628 ","$24,278,410 "
M1644,R1644,"$8,291,572 ","$2,839,883 ","$11,131,455 ","$128,973 "
M1645,R1645,"$32,235,793 ","$7,923,224 ","$40,159,017 ","$13,907,130 "
M1646,R1646,"$130,319,208 ","$96,420,208 ","$226,739,416 ","$38,683,480 "
M1647,R1647,"$1,094,998 ","$2,743,488 ","$3,838,486 ","$47,124 "
M1648,R1648,"$134,806,913 ","$130,766,946 ","$265,573,859 ","$55,414,050 "
M1649,R1649,"$64,506,874 ","$98,271,510 ","$162,778,384 ","$30,517,109 "
M1650,R1650,"$15,515,460 ","$7,300,000 ","$22,815,460 ","$5,948,555 "
M1651,R1651,"$150,201,498 ","$152,267,519 ","$302,469,017 ","$54,713,046 "
M1652,R1652,"$94,125,426 ","$37,390,752 ","$131,516,178 ","$20,027,956 "
M1653,R1653,"$51,855,045 ","$20,025,260 ","$71,880,305 ","$22,657,780 "
M1654,R1654,"$7,712,114 ","$2,761,722 ","$10,473,836 ","$3,576,296 "
M1655,R1655,"$2,712,131 ","$108,879 ","$2,821,010 ","$791,676 "
M1656,R1656,"$169,211,718 ","$120,420,305 ","$289,632,023 ","$26,247,410 "
M1657,R1657,"$1,069,334 ","$2,951,656 ","$4,020,990 ","$705,537 "
M1658,R1658,"$39,046,489 ","$26,037,627 ","$65,084,116 ","$13,945,368 "
M1659,R1659,"$37,295,394 ","$863,207 ","$38,158,601 ","$15,215,487 "
M1660,R1660,"$703,372 ","$131,581 ","$834,953 ","$12,046 "
M1661,R1661,"$20,811,365 ","$15,464,104 ","$36,275,469 ","$491,971 "
M1662,R1662,"$251,513,985 ","$291,950,588 ","$543,464,573 ","$56,397,125 "
M1663,R1663,"$131,772,187 ","$187,941,694 ","$319,713,881 ","$40,325,019 "
M1664,R1664,"$300,531,751 ","$405,571,077 ","$706,102,828 ","$64,832,191 "
M1665,R1665,"$137,885 ","$8,264 ","$146,149 ","$44,220 "
M1666,R1666,"$162,001,186 ","$110,221,814 ","$272,223,000 ","$40,506,564 "
M1667,R1667,"$76,423,035 ","$182,328,335 ","$258,751,370 ","$20,139,985 "
M1668,R1668,"$415,004,880 ","$653,874,642 ","$1,068,879,522 ","$110,307,189 "
M1669,R1669,"$110,248 ","$1,263,159 ","$1,373,407 ","$6,686 "
M1670,R1670,"$3,827,060 ","$11,471,295 ","$15,298,355 ","$55,438 "
M1671,R1671,"$10,508,518 ","$7,867,925 ","$18,376,443 ","$5,272,444 "
M1672,R1672,"$259,746,958 ","$454,654,931 ","$714,401,889 ","$95,023,721 "
M1673,R1673,"$32,015,787 ","$46,598,194 ","$78,613,981 ","$14,157,367 "
M1674,R1674,"$486,919 ","$740,397 ","$1,227,316 ","$27,450 "
M1675,R1675,"$80,238,724 ","$83,638,091 ","$163,876,815 ","$33,610,391 "
M1676,R1676,"$34,302,837 ","$97,818,375 ","$132,121,212 ","$389,351 "
M1677,R1677,"$53,089,891 ","$51,317,475 ","$104,407,366 ","$14,801,808 "
M1678,R1678,"$13,182,281 ","$471,448,627 ","$484,630,908 ","$101,053 "
M1679,R1679,"$15,962,471 ","$44,900,000 ","$60,862,471 ","$5,361,050 "
M1680,R1680,"$83,670,083 ","$221,600,000 ","$305,270,083 ","$33,457,188 "
M1681,R1681,"$5,355,847 ","$36,145 ","$5,391,992 ","$34,038 "
M1682,R1682,"$31,051,126 ","$105,092,479 ","$136,143,605 ","$11,137,734 "
M1683,R1683,"$4,105,123 ","$5,192,284 ","$9,297,407 ","$213,785 "
M1684,R1684,"$22,348,241 ","$10,561,196 ","$32,909,437 ","$8,310,252 "
M1685,R1685,"$36,793,804 ","$32,998,900 ","$69,792,704 ","$13,471,488 "
M1686,R1686,"$12,796,824 ","$14,000,000 ","$26,796,824 ","$5,716,554 "
M1687,R1687,"$24,343,673 ","$5,023,470 ","$29,367,143 ","$667,784 "
M1688,R1688,"$1,134,358 ","$1,041,229 ","$2,175,587 ","$38,281 "
M1689,R1689,"$53,606,916 ","$17,564,909 ","$71,171,825 ","$14,035,033 "
M1690,R1690,"$876,671 ","$6,852,881 ","$7,729,552 ","$39,609 "
M1691,R1691,"$22,395,806 ","$8,791,921 ","$31,187,727 ","$13,501,349 "
M1692,R1692,"$25,857,987 ","$28,055,586 ","$53,913,573 ","$12,661,112 "
M1693,R1693,"$53,359,917 ","$19,000,000 ","$72,359,917 ","$17,461,108 "
M1694,R1694,"$50,824,620 ","$41,866,339 ","$92,690,959 ","$374,502 "
M1695,R1695,"$4,835,065 ","$4,613,558 ","$9,448,623 ","$27,804 "
M1696,R1696,"$119,519,402 ","$68,188,093 ","$187,707,495 ","$22,347,341 "
M1697,R1697,"$290,201,752 ","$596,544,488 ","$886,746,240 ","$102,685,961 "
M1698,R1698,"$73,701,902 ","$22,767,285 ","$96,469,187 ","$21,570,867 "
M1699,R1699,"$34,297,191 ","$133,000,000 ","$167,297,191 ","$13,687,087 "
M1700,R1700,"$3,629,758 ","$79,895,868 ","$83,525,626 ","$40,027 "
M1701,R1701,"$85,416,609 ","$56,634,646 ","$142,051,255 ","$32,018,216 "
M1702,R1702,"$173,005,002 ","$158,318,408 ","$331,323,410 ","$35,142,554 "
M1703,R1703,"$10,214,647 ","$7,228,882 ","$17,443,529 ","$169,038 "
M1704,R1704,"$17,016,190 ","$7,700,000 ","$24,716,190 ","$8,774,520 "
M1705,R1705,"$40,203,020 ","$223,691,531 ","$263,894,551 ","$8,684,055 "
M1706,R1706,"$60,060,328 ","$17,086,703 ","$77,147,031 ","$12,292,952 "
M1707,R1707,"$707,391 ","$5,518,995 ","$6,226,386 ","$68,957 "
M1708,R1708,"$101,018,283 ","$32,800,000 ","$133,818,283 ","$38,329,160 "
M1709,R1709,"$59,588,068 ","$81,896,744 ","$141,484,812 ","$19,288,438 "
M1710,R1710,"$7,718,961 ","$89,563 ","$7,808,524 ","$4,632,847 "
M1711,R1711,"$16,248,701 ","$43,418,924 ","$59,667,625 ","$274,454 "
M1712,R1712,"$20,950,820 ","$33,589,842 ","$54,540,662 ","$9,317,371 "
M1713,R1713,"$93,926,386 ","$118,985,751 ","$212,912,137 ","$25,105,990 "
M1714,R1714,"$59,472,278 ","$187,199,709 ","$246,671,987 ","$6,886,080 "
M1715,R1715,"$100,018,837 ","$102,892,154 ","$202,910,991 ","$38,531,374 "
M1716,R1716,"$5,705,761 ","$21,441,588 ","$27,147,349 ","$135,326 "
M1717,R1717,"$215,434,591 ","$416,475,940 ","$631,910,531 ","$60,239,130 "
M1718,R1718,"$1,071,240 ","$1,405,251 ","$2,476,491 ","$39,210 "
M1719,R1719,"$52,597,610 ","$30,454,066 ","$83,051,676 ","$20,997,985 "
M1720,R1720,"$152,647,258 ","$262,600,000 ","$415,247,258 ","$56,848,056 "
M1721,R1721,"$2,283,291 ","$551,194 ","$2,834,485 ","$68,377 "
M1722,R1722,"$88,915,214 ","$116,383,693 ","$205,298,907 ","$27,605,576 "
M1723,R1723,"$25,200,412 ","$34,350,871 ","$59,551,283 ","$8,008,423 "
M1724,R1724,"$41,596,251 ","$37,173,177 ","$78,769,428 ","$12,871,483 "
M1725,R1725,"$119,436,770 ","$173,381,071 ","$292,817,841 ","$31,706,934 "
M1726,R1726,"$32,425,665 ","$2,089,638 ","$34,515,303 ","$834,501 "
M1727,R1727,"$302,089,278 ","$627,321,791 ","$929,411,069 ","$77,835,727 "
M1728,R1728,"$970,816 ","$4,075,222 ","$5,046,038 ","$107,577 "
M1729,R1729,"$181,030,624 ","$268,295,994 ","$449,326,618 ","$65,723,338 "
M1730,R1730,"$10,130,219 ","$632,964 ","$10,763,183 ","$4,712,638 "
M1731,R1731,"$802,778 ","$17,924,662 ","$18,727,440 ","$45,854 "
M1732,R1732,"$10,143,779 ","$13,209,332 ","$23,353,111 ","$4,108,630 "
M1733,R1733,"$1,186,538 ","$4,907,187 ","$6,093,725 ","$754,779 "
M1734,R1734,"$10,547,117 ","$475,579 ","$11,022,696 ","$5,379,365 "
M1735,R1735,"$7,468,936 ","$2,593,960 ","$10,062,896 ","$181,716 "
M1736,R1736,"$5,005,465 ","$10,116,063 ","$15,121,528 ","$121,504 "
M1737,R1737,"$217,277 ","$5,236,092 ","$5,453,369 ","$11,083 "
M1738,R1738,"$6,531,503 ","$9,600,048 ","$16,131,551 ","$84,797 "
M1739,R1739,"$7,294 ","$3,385 ","$10,679 ","$4,958 "
M1740,R1740,"$77,222,099 ","$100,019,072 ","$177,241,171 ","$25,669,455 "
M1741,R1741,"$176,591,618 ","$175,183,320 ","$351,774,938 ","$55,665,805 "
M1742,R1742,"$17,010,170 ","$11,532,324 ","$28,542,494 ","$7,385,277 "
M1743,R1743,"$550,472 ","$7,073 ","$557,545 ","$27,497 "
M1744,R1744,"$33,644,788 ","$56,251,142 ","$89,895,930 ","$11,599,661 "
M1745,R1745,"$101,200,044 ","$251,631,021 ","$352,831,065 ","$43,720,472 "
M1746,R1746,"$51,178,893 ","$28,133,408 ","$79,312,301 ","$17,005,126 "
M1747,R1747,"$60,755,732 ","$3,021,360 ","$63,777,092 ","$9,244,641 "
M1748,R1748,"$150,947,895 ","$125,067,070 ","$276,014,965 ","$54,607,747 "
M1749,R1749,"$6,997 ","$406,736 ","$413,733 ","$4,468 "
M1750,R1750,"$54,239,856 ","$44,802,091 ","$99,041,947 ","$25,775,847 "
M1751,R1751,"$51,975,354 ","$1,167,790 ","$53,143,144 ","$21,641,679 "
M1752,R1752,"$122,523,060 ","$253,217,645 ","$375,740,705 ","$40,501,814 "
M1753,R1753,"$2,322,593 ","$20,271,459 ","$22,594,052 ","$131,145 "
M1754,R1754,"$21,000,147 ","$896,220 ","$21,896,367 ","$7,703,551 "
M1755,R1755,"$131,538,435 ","$361,307,856 ","$492,846,291 ","$39,327,869 "
M1756,R1756,"$33,602,376 ","$30,055,565 ","$63,657,941 ","$10,245,190 "
M1757,R1757,"$13,395,961 ","$329,071 ","$13,725,032 ","$4,106,862 "
M1758,R1758,"$37,442,180 ","$3,900,000 ","$41,342,180 ","$12,299,380 "
M1759,R1759,"$1,151,330 ","$1,462,387 ","$2,613,717 ","$452,966 "
M1760,R1760,"$18,844,784 ","$3,320,824 ","$22,165,608 ","$7,138,774 "
M1761,R1761,$264 ,"$54,681 ","$54,945 ",$252 
M1762,R1762,"$4,269,426 ","$438,701 ","$4,708,127 ","$855,709 "
M1763,R1763,"$5,909,483 ","$2,537,469 ","$8,446,952 ","$2,287,239 "
M1764,R1764,"$21,571,189 ","$399,832 ","$21,971,021 ","$6,213,362 "
M1765,R1765,"$128,261,724 ","$276,300,000 ","$404,561,724 ","$36,206,331 "
M1766,R1766,"$162,994,032 ","$148,019,149 ","$311,013,181 ","$55,365,012 "
M1767,R1767,"$52,853,219 ","$16,558,151 ","$69,411,370 ","$16,194,738 "
M1768,R1768,"$90,862,685 ","$33,964,631 ","$124,827,316 ","$35,243,095 "
M1769,R1769,"$17,062,499 ","$13,473,161 ","$30,535,660 ","$6,844,137 "
M1770,R1770,"$34,912,982 ","$76,423,416 ","$111,336,398 ","$10,326,356 "
M1771,R1771,"$36,343,858 ","$82,165,978 ","$118,509,836 ","$13,701,452 "
M1772,R1772,"$20,868,638 ","$840,901 ","$21,709,539 ","$9,959,053 "
M1773,R1773,"$58,269,151 ","$19,245,250 ","$77,514,401 ","$26,362,367 "
M1774,R1774,"$9,534,258 ","$7,373,573 ","$16,907,831 ","$4,231,321 "
M1775,R1775,"$22,486,409 ","$18,200,000 ","$40,686,409 ","$9,820,089 "
M1776,R1776,"$3,172,382 ","$88,173 ","$3,260,555 ","$1,659,756 "
M1777,R1777,"$33,302,167 ","$201,679,175 ","$234,981,342 ","$9,889,780 "
M1778,R1778,"$20,783,704 ","$12,512,955 ","$33,296,659 ","$8,344,128 "
M1779,R1779,"$28,045,540 ","$30,500,000 ","$58,545,540 ","$13,427,872 "
M1780,R1780,"$36,020,063 ","$21,500,000 ","$57,520,063 ","$12,211,986 "
M1781,R1781,"$38,372,662 ","$88,176,945 ","$126,549,607 ","$2,865,017 "
M1782,R1782,"$30,981,850 ","$15,685,105 ","$46,666,955 ","$12,020,807 "
M1783,R1783,"$62,647,540 ","$34,300,000 ","$96,947,540 ","$27,726,210 "
M1784,R1784,"$28,328,132 ","$10,000,982 ","$38,329,114 ","$11,100,392 "
M1785,R1785,"$188,578,855 ","$124,140,582 ","$312,719,437 ","$23,325,035 "
M1786,R1786,"$13,395,939 ","$21,800,000 ","$35,195,939 ","$6,218,335 "
M1787,R1787,"$55,968,727 ","$47,911,300 ","$103,880,027 ","$18,276,468 "
M1788,R1788,"$75,305,995 ","$49,517,099 ","$124,823,094 ","$20,039,730 "
M1789,R1789,"$175,531,840 ","$46,812,848 ","$222,344,688 ","$31,113,501 "
M1790,R1790,"$139,270,910 ","$288,029,350 ","$427,300,260 ","$48,475,154 "
M1791,R1791,"$2,207,975 ","$1,248,627 ","$3,456,602 ","$77,540 "
M1792,R1792,"$110,000,082 ","$45,199,918 ","$155,200,000 ","$48,113,770 "
M1793,R1793,"$336,456 ","$188,291 ","$524,747 ","$28,324 "
M1794,R1794,"$52,333,738 ","$959,890 ","$53,293,628 ","$13,303,724 "
M1795,R1795,"$1,266,955 ","$8,784,561 ","$10,051,516 ","$93,356 "
M1796,R1796,"$4,426,297 ","$7,000,793 ","$11,427,090 ","$2,076,402 "
M1797,R1797,"$1,031,872 ","$7,189,828 ","$8,221,700 ","$42,755 "
M1798,R1798,"$4,717,455 ","$18,976,191 ","$23,693,646 ","$97,625 "
M1799,R1799,"$317,101,119 ","$469,534,294 ","$786,635,413 ","$100,137,835 "
M1800,R1800,"$141,621,490 ","$275,719,798 ","$417,341,288 ","$55,034,805 "
M1801,R1801,"$80,277,646 ","$138,258,062 ","$218,535,708 ","$20,172,474 "
M1802,R1802,"$60,054,530 ","$78,653,997 ","$138,708,527 ","$30,619,130 "
M1803,R1803,"$14,800,725 ","$1,581,813 ","$16,382,538 ","$4,919,433 "
M1804,R1804,"$97,104,620 ","$115,178,089 ","$212,282,709 ","$25,271,675 "
M1805,R1805,"$196,573,705 ","$690,113,112 ","$886,686,817 ","$41,690,382 "
M1806,R1806,"$49,200,230 ","$47,472,772 ","$96,673,002 ","$12,442,212 "
M1807,R1807,"$17,017,811 ","$32,859,173 ","$49,876,984 ","$145,352 "
M1808,R1808,"$33,245 ","$646,237 ","$679,482 ","$7,258 "
M1809,R1809,"$58,709,717 ","$58,100,000 ","$116,809,717 ","$16,842,353 "
M1810,R1810,"$53,345,287 ","$815,531 ","$54,160,818 ","$25,068,677 "
M1811,R1811,"$638,476 ","$145,257 ","$783,733 ","$118,294 "
M1812,R1812,"$564,489 ","$11,068,938 ","$11,633,427 ","$327,523 "
M1813,R1813,"$210,031,325 ","$420,132,129 ","$630,163,454 ","$86,198,765 "
M1814,R1814,"$26,692,846 ","$23,452,761 ","$50,145,607 ","$7,857,076 "
M1815,R1815,"$38,180,928 ","$57,808,662 ","$95,989,590 ","$18,692,090 "
M1816,R1816,"$47,059,963 ","$48,512,786 ","$95,572,749 ","$15,837,266 "
M1817,R1817,"$61,153,526 ","$31,841,401 ","$92,994,927 ","$17,570,955 "
M1818,R1818,"$90,759,676 ","$245,600,000 ","$336,359,676 ","$30,095,259 "
M1819,R1819,"$1,259,693 ","$17,561,883 ","$18,821,576 ","$42,751 "
M1820,R1820,"$238,736,787 ","$517,507,886 ","$756,244,673 ","$70,838,207 "
M1821,R1821,"$95,347,692 ","$199,333,086 ","$294,680,778 ","$31,001,870 "
M1822,R1822,"$1,685,269 ","$15,469,924 ","$17,155,193 ","$959,329 "
M1823,R1823,"$8,525,600 ","$104,295 ","$8,629,895 ","$4,043,495 "
M1824,R1824,"$2,614,251 ","$4,615,682 ","$7,229,933 ","$133,154 "
M1825,R1825,"$3,322,127 ","$163,256 ","$3,485,383 ","$1,988,351 "
M1826,R1826,"$7,779,614 ","$63,531 ","$7,843,145 ","$113,301 "
M1827,R1827,"$43,568,507 ","$150,601,112 ","$194,169,619 ","$17,844,939 "
M1828,R1828,"$26,623,701 ","$37,853,350 ","$64,477,051 ","$10,600,112 "
M1829,R1829,"$18,007,317 ","$726,349 ","$18,733,666 ","$6,154,984 "
M1830,R1830,"$21,403,519 ","$25,607,930 ","$47,011,449 ","$279,457 "
M1831,R1831,"$98,927,592 ","$73,951,336 ","$172,878,928 ","$30,373,794 "
M1832,R1832,"$39,517,763 ","$11,000,000 ","$50,517,763 ","$18,508,228 "
M1833,R1833,"$28,444,855 ","$9,920,000 ","$38,364,855 ","$11,407,751 "
M1834,R1834,"$132,384,315 ","$157,276,304 ","$289,660,619 ","$26,887,467 "
M1835,R1835,"$64,935,167 ","$108,678,315 ","$173,613,482 ","$18,132,085 "
M1836,R1836,"$85,105,259 ","$106,826,899 ","$191,932,158 ","$23,624,548 "
M1837,R1837,"$138,447,667 ","$64,364,762 ","$202,812,429 ","$36,302,612 "
M1838,R1838,"$18,450,127 ","$2,340,359 ","$20,790,486 ","$6,176,280 "
M1839,R1839,"$12,739,737 ","$3,871,023 ","$16,610,760 ","$6,660,234 "
M1840,R1840,"$32,251 ","$404,838 ","$437,089 ","$20,200 "
M1841,R1841,"$67,745,330 ","$105,066,641 ","$172,811,971 ","$29,581,355 "
M1842,R1842,"$121,463,226 ","$48,491,916 ","$169,955,142 ","$33,052,411 "
M1843,R1843,"$5,932,060 ","$19,425,711 ","$25,357,771 ","$2,746,312 "
M1844,R1844,"$15,074,191 ","$25,072,851 ","$40,147,042 ","$5,951,409 "
M1845,R1845,"$8,580,428 ","$38,708,720 ","$47,289,148 ","$1,282,973 "
M1846,R1846,"$7,885,294 ","$8,596,111 ","$16,481,405 ","$3,775,596 "
M1847,R1847,"$135,386,665 ","$174,657,158 ","$310,043,823 ","$40,049,778 "
M1848,R1848,"$16,186,348 ","$12,818,716 ","$29,005,064 ","$2,805,754 "
M1849,R1849,"$12,482,775 ","$2,984,186 ","$15,466,961 ","$4,248,465 "
M1850,R1850,"$45,575,336 ","$95,900,000 ","$141,475,336 ","$16,328,506 "
M1851,R1851,"$71,502,303 ","$38,224,497 ","$109,726,800 ","$207,042 "
M1852,R1852,"$261,441,092 ","$370,000,000 ","$631,441,092 ","$70,467,623 "
M1853,R1853,"$110,359,362 ","$76,921,753 ","$187,281,115 ","$39,128,715 "
M1854,R1854,"$80,571,655 ","$27,395,664 ","$107,967,319 ","$28,094,014 "
M1855,R1855,"$2,528,664 ","$1,042,589 ","$3,571,253 ","$48,422 "
M1856,R1856,"$10,199,354 ","$3,660,724 ","$13,860,078 ","$5,683,280 "
M1857,R1857,"$37,667,746 ","$7,644,471 ","$45,312,217 ","$13,107,022 "
M1858,R1858,"$31,011,616 ","$62,063,000 ","$93,074,616 ","$151,393 "
M1859,R1859,"$35,327,628 ","$86,000,000 ","$121,327,628 ","$12,525,075 "
M1860,R1860,"$43,945,766 ","$49,448,696 ","$93,394,462 ","$18,561,337 "
M1861,R1861,"$1,785,505 ","$9,477,758 ","$11,263,263 ","$53,789 "
M1862,R1862,"$2,344,847 ","$322,237 ","$2,667,084 ","$63,361 "
M1863,R1863,"$46,012,734 ","$60,536,004 ","$106,548,738 ","$14,756,850 "
M1864,R1864,"$318,604,126 ","$266,567,421 ","$585,171,547 ","$102,118,668 "
M1865,R1865,"$402,111,870 ","$434,407,829 ","$836,519,699 ","$108,966,307 "
M1866,R1866,"$43,337,279 ","$14,267,444 ","$57,604,723 ","$19,610,304 "
M1867,R1867,"$163,958,031 ","$150,751,686 ","$314,709,717 ","$33,627,598 "
M1868,R1868,"$5,306,706 ","$29,800,000 ","$35,106,706 ","$266,162 "
M1869,R1869,"$46,742 ","$2,147,278 ","$2,194,020 ","$5,363 "
M1870,R1870,"$70,098,138 ","$106,371,290 ","$176,469,428 ","$22,089,322 "
M1871,R1871,"$65,452,312 ","$86,912,058 ","$152,364,370 ","$23,373,102 "
M1872,R1872,"$5,010,163 ","$5,665,910 ","$10,676,073 ","$136,046 "
M1873,R1873,"$4,417,674 ","$314,270 ","$4,731,944 ","$60,513 "
M1874,R1874,"$16,222,392 ","$6,215,752 ","$22,438,144 ","$5,503,519 "
M1875,R1875,"$11,538,204 ","$4,369,207 ","$15,907,411 ","$3,506,602 "
M1876,R1876,"$21,596,445 ","$4,525,193 ","$26,121,638 ","$9,360,020 "
M1877,R1877,"$143,619,809 ","$343,900,000 ","$487,519,809 ","$39,225,962 "
M1878,R1878,"$977,772 ","$892,156 ","$1,869,928 ","$20,042 "
M1879,R1879,"$43,853,424 ","$3,282,065 ","$47,135,489 ","$10,601,862 "
M1880,R1880,"$105,487,148 ","$216,971,858 ","$322,459,006 ","$36,063,385 "
M1881,R1881,"$53,032,453 ","$29,116,085 ","$82,148,538 ","$13,540,486 "
M1882,R1882,"$21,540,363 ","$327,302 ","$21,867,665 ","$8,284,989 "
M1883,R1883,"$1,110,509 ","$5,426,670 ","$6,537,179 ","$43,040 "
M1884,R1884,"$312,433,331 ","$308,723,058 ","$621,156,389 ","$128,122,480 "
M1885,R1885,"$59,076,019 ","$104,427,495 ","$163,503,514 ","$811,166 "
M1886,R1886,"$106,580,051 ","$224,200,000 ","$330,780,051 ","$45,038,460 "
M1887,R1887,"$59,700,064 ","$11,249,729 ","$70,949,793 ","$25,601,865 "
M1888,R1888,"$91,742,160 ","$130,640,895 ","$222,383,055 ","$28,875,635 "
M1889,R1889,"$4,231,500 ","$11,286,386 ","$15,517,886 ","$44,542 "
M1890,R1890,"$187,168,425 ","$385,900,000 ","$573,068,425 ","$43,639,736 "
M1891,R1891,"$22,537,881 ","$4,854,728 ","$27,392,609 ","$10,177,257 "
M1892,R1892,"$51,872,378 ","$17,949,098 ","$69,821,476 ","$17,118,745 "
M1893,R1893,"$234,770,996 ","$255,588,055 ","$490,359,051 ","$79,110,453 "
M1894,R1894,"$55,011,732 ","$39,961,808 ","$94,973,540 ","$18,006,064 "
M1895,R1895,"$17,606,684 ","$31,548,687 ","$49,155,371 ","$142,899 "
M1896,R1896,"$4,670,644 ","$10,467,288 ","$15,137,932 ","$347,925 "
M1897,R1897,"$70,644 ","$2,330,769 ","$2,401,413 ","$10,800 "
M1898,R1898,"$72,778,712 ","$12,500,000 ","$85,278,712 ","$29,002,002 "
M1899,R1899,"$13,090,630 ","$1,725,749 ","$14,816,379 ","$6,004,219 "
M1900,R1900,"$1,200,010 ","$18,988,730 ","$20,188,740 ","$43,013 "
M1901,R1901,"$408,010,692 ","$269,912,687 ","$677,923,379 ","$152,535,747 "
M1902,R1902,"$73,058,679 ","$209,719,421 ","$282,778,100 ","$30,180,188 "
M1903,R1903,"$201,436 ","$22,216 ","$223,652 ","$87,475 "
M1904,R1904,"$54,731,865 ","$48,296,323 ","$103,028,188 ","$21,051,363 "
M1905,R1905,"$53,086 ","$478,053 ","$531,139 ","$2,116 "
M1906,R1906,"$36,006,065 ","$17,395,873 ","$53,401,938 ","$14,910,105 "
M1907,R1907,"$7,696,134 ","$22,700,000 ","$30,396,134 ","$4,200,586 "
M1908,R1908,"$25,440,971 ","$12,917,421 ","$38,358,392 ","$237,264 "
M1909,R1909,"$64,460,211 ","$15,711,385 ","$80,171,596 ","$20,649,306 "
M1910,R1910,"$1,822,250 ","$4,824,419 ","$6,646,669 ","$53,008 "
M1911,R1911,"$26,594,261 ","$14,154,969 ","$40,749,230 ","$12,741,176 "
M1912,R1912,"$3,759,078 ","$7,551,757 ","$11,310,835 ","$2,002,863 "
M1913,R1913,"$72,082,999 ","$36,203,423 ","$108,286,422 ","$24,727,437 "
M1914,R1914,"$38,634,938 ","$98,387,307 ","$137,022,245 ","$9,169,779 "
M1915,R1915,"$140,125,968 ","$116,459,914 ","$256,585,882 ","$49,100,158 "
M1916,R1916,"$13,235,267 ","$4,974,605 ","$18,209,872 ","$3,402,678 "
