movie_id,movie_title,production_budget
M1276,Zootopia,"$150,000,000 "
M1277,Deadpool,"$58,000,000 "
M1278,How to be Single,"$37,000,000 "
M1279,Zoolander 2,"$50,000,000 "
M1280,Mei Ren Yu,"$60,720,000 "
M1281,This Christmas,"$13,000,000 "
M1282,The Mist,"$13,000,000 "
M1283,Hitman,"$24,000,000 "
M1284,Iâ€™m Not There,"$20,000,000 "
M1285,Enchanted,"$85,000,000 "
M1286,August Rush,"$25,000,000 "
M1287,Love in the Time of Cholera,"$45,000,000 "
M1288,Beowulf,"$150,000,000 "
M1289,Fifty Shades Darker,"$55,000,000 "
M1290,Rings,"$25,000,000 "
M1291,I Am Not Your Negro,"$1,000,000 "
M1292,Bangkok Dangerous,"$45,000,000 "
M1293,College,"$6,000,000 "
M1294,Disaster Movie,"$20,000,000 "
M1295,Babylon A.D.,"$45,000,000 "
M1296,Traitor,"$22,000,000 "
M1297,St. Trinianâ€™s,"$11,400,000 "
M1298,An Education,"$7,500,000 "
M1299,Couples Retreat,"$60,000,000 "
M1300,Zombieland,"$23,600,000 "
M1301,Whip It,"$15,000,000 "
M1302,A Serious Man,"$7,000,000 "
M1303,Harry Potter and the Deathly Hallows: Part II,"$125,000,000 "
M1304,Zookeeper,"$80,000,000 "
M1305,Horrible Bosses,"$35,000,000 "
M1306,Wall Street 2: Money Never Sleeps,"$70,000,000 "
M1307,Legend of the Guardians: The Owls of Ga'Hoole,"$100,000,000 "
M1308,Enter the Void,"$16,000,000 "
M1309,You Will Meet a Tall Dark Stranger,"$15,000,000 "
M1310,Buried,"$1,987,650 "
M1311,The Town,"$37,000,000 "
M1312,Easy A,"$8,000,000 "
M1313,Devil,"$10,000,000 "
M1314,The Immigrant,"$16,000,000 "
M1315,Million Dollar Arm,"$25,000,000 "
M1316,Praia do Futuro,"$4,000,000 "
M1317,Godzilla,"$160,000,000 "
M1318,Palo Alto,"$1,000,000 "
M1319,Momsâ€™ Night Out,"$5,000,000 "
M1320,Neighbors,"$18,000,000 "
M1321,The East,"$6,500,000 "
M1322,After Earth,"$130,000,000 "
M1323,Now You See Me,"$75,000,000 "
M1324,Dark Shadows,"$150,000,000 "
M1325,LOL,"$11,000,000 "
M1326,"Hail, Caesar!","$22,000,000 "
M1327,Robinson Crusoe,"$13,000,000 "
M1328,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,"$60,000,000 "
M1329,Pride and Prejudice and Zombies,"$28,000,000 "
M1330,Southland Tales,"$17,000,000 "
M1331,No Country for Old Men,"$25,000,000 "
M1332,Lions for Lambs,"$35,000,000 "
M1333,The Lego Batman Movie,"$80,000,000 "
M1334,The House Bunny,"$25,000,000 "
M1335,Hamlet 2,"$9,000,000 "
M1336,The Longshots,"$23,000,000 "
M1337,The Rocker,"$15,000,000 "
M1338,Death Race,"$65,000,000 "
M1339,Vicky Cristina Barcelona,"$16,000,000 "
M1340,Star Wars: The Clone Wars,"$8,500,000 "
M1341,Fly Me To the Moon,"$25,000,000 "
M1342,Mirrors,"$35,000,000 "
M1343,The Invention of Lying,"$18,500,000 "
M1344,Surrogates,"$80,000,000 "
M1345,Paranormal Activity,"$450,000 "
M1346,I Hope They Serve Beer in Hell,"$7,000,000 "
M1347,Fame,"$18,000,000 "
M1348,Coco avant Chanel,"$23,000,000 "
M1349,Pandorum,"$40,000,000 "
M1350,Capitalism: A Love Story,"$20,000,000 "
M1351,Monte Carlo,"$20,000,000 "
M1352,Larry Crowne,"$30,000,000 "
M1353,The Perfect Host,"$1,000,000 "
M1354,Transformers: Dark of the Moon,"$195,000,000 "
M1355,Le nom des gens,"$4,600,000 "
M1356,Never Let Me Go,"$15,000,000 "
M1357,Alpha and Omega,"$20,000,000 "
M1358,"Lovely, Still","$5,000,000 "
M1359,Bran Nue Dae,"$6,750,000 "
M1360,Resident Evil: Afterlife,"$57,500,000 "
M1361,Legends of Oz: Dorothyâ€™s Return,"$70,000,000 "
M1362,The Hangover 3,"$103,000,000 "
M1363,Epic,"$100,000,000 "
M1364,Before Midnight,"$3,000,000 "
M1365,Frances Ha,"$3,000,000 "
M1366,Fast and Furious 6,"$160,000,000 "
M1367,Star Trek Into Darkness,"$190,000,000 "
M1368,Miss Potter,"$30,000,000 "
M1369,Peeples,"$11,000,000 "
M1370,Notes on a Scandal,"$27,500,000 "
M1371,Children of Men,"$76,000,000 "
M1372,Night at the Museum,"$110,000,000 "
M1373,The Good Shepherd,"$80,000,000 "
M1374,Sound of My Voice,"$135,000 "
M1375,Safe,"$33,000,000 "
M1376,The Five-Year Engagement,"$30,000,000 "
M1377,The Lazarus Effect,"$5,000,000 "
M1378,The Second Best Exotic Marigold Hotel,"$10,000,000 "
M1379,Focus,"$65,000,000 "
M1380,Early Man,"$50,000,000 "
M1381,Martian Child,"$27,000,000 "
M1382,American Gangster,"$100,000,000 "
M1383,Bee Movie,"$150,000,000 "
M1384,Saw IV,"$10,000,000 "
M1385,Bella,"$3,300,000 "
M1386,T2: Trainspotting,"$18,000,000 "
M1387,Tropic Thunder,"$90,000,000 "
M1388,The Sisterhood of the Traveling Pants 2,"$27,000,000 "
M1389,Pineapple Express,"$26,000,000 "
M1390,Bottle Shock,"$5,000,000 "
M1391,Swing Vote,"$21,000,000 "
M1392,Midnight Meat Train,"$15,000,000 "
M1393,The Mummy: Tomb of the Dragon Emperor,"$175,000,000 "
M1394,Frozen River,"$1,000,000 "
M1395,The Informant!,"$22,000,000 "
M1396,Jennifer's Body,"$16,000,000 "
M1397,Cloudy with a Chance of Meatballs,"$100,000,000 "
M1398,Bright Star,"$8,500,000 "
M1399,A Better Life,"$10,000,000 "
M1400,Bad Teacher,"$19,000,000 "
M1401,Love Happens,"$18,000,000 "
M1402,One Day,"$15,000,000 "
M1403,Cars 2,"$200,000,000 "
M1404,Mr. Poppers's Penguins,"$55,000,000 "
M1405,Green Lantern,"$200,000,000 "
M1406,San qiang pai an jing qi,"$12,000,000 "
M1407,Going the Distance,"$32,000,000 "
M1408,My Dog Tulip,"$350,000 "
M1409,Machete,"$12,500,000 "
M1410,Takers,"$32,000,000 "
M1411,The American,"$20,000,000 "
M1412,Centurion,"$15,000,000 "
M1413,The Last Exorcism,"$1,800,000 "
M1414,Locke,"$2,000,000 "
M1415,The Great Gatsby,"$190,000,000 "
M1416,The Iceman,"$10,000,000 "
M1417,Rocky Balboa,"$24,000,000 "
M1418,Letters from Iwo Jima,"$13,000,000 "
M1419,The Good German,"$32,000,000 "
M1420,Eragon,"$100,000,000 "
M1421,Charlotte's Web,"$82,500,000 "
M1422,Dreamgirls,"$75,000,000 "
M1423,Unaccompanied Minors,"$25,000,000 "
M1424,The Pursuit of Happyness,"$55,000,000 "
M1425,The Holiday,"$85,000,000 "
M1426,Bernie,"$6,000,000 "
M1427,The Avengers,"$225,000,000 "
M1428,Think Like a Man,"$12,000,000 "
M1429,To Rome with Love,"$21,500,000 "
M1430,For Greater Glory: The True Story of Cristiada,"$12,000,000 "
M1431,Darling Companion,"$12,000,000 "
M1432,Trash,"$12,000,000 "
M1433,"McFarland, USA","$17,000,000 "
M1434,Hot Tub Time Machine 2,"$14,000,000 "
M1435,The DUFF,"$8,500,000 "
M1436,The Gunman,"$40,000,000 "
M1437,Fifty Shades of Black,"$5,000,000 "
M1438,Things We Lost in the Fire,"$16,000,000 "
M1439,Rendition,"$27,500,000 "
M1440,Out of the Blue,"$4,600,000 "
M1441,Gone Baby Gone,"$19,000,000 "
M1442,Why Did I Get Married?,"$15,000,000 "
M1443,30 Days of Night,"$30,000,000 "
M1444,We Own the Night,"$28,000,000 "
M1445,The X-Files: I Want to Believe,"$35,000,000 "
M1446,Step Brothers,"$65,000,000 "
M1447,American Teen,"$5,000,000 "
M1448,Man on Wire,"$1,900,000 "
M1449,Space Chimps,"$37,000,000 "
M1450,Transsiberian,"$15,000,000 "
M1451,Sorority Row,"$12,500,000 "
M1452,Whiteout,"$35,000,000 "
M1453,Gamer,"$50,000,000 "
M1454,Extract,"$7,500,000 "
M1455,All About Steve,"$15,000,000 "
M1456,9,"$30,000,000 "
M1457,The Art of Getting By,"$4,000,000 "
M1458,Trolljegeren,"$3,500,000 "
M1459,Super 8,"$50,000,000 "
M1460,X-Men: First Class,"$160,000,000 "
M1461,Submarine,"$1,900,000 "
M1462,The Switch,"$19,000,000 "
M1463,Nanny McPhee and the Big Bang,"$35,000,000 "
M1464,Piranha 3D,"$24,000,000 "
M1465,Mao's Last Dancer,"$18,000,000 "
M1466,Scott Pilgrim vs. The World,"$85,000,000 "
M1467,Vampires Suck,"$20,000,000 "
M1468,The Expendables,"$82,000,000 "
M1469,Animal Kingdom,"$4,200,000 "
M1470,Eat Pray Love,"$60,000,000 "
M1471,Step Up 3D,"$30,000,000 "
M1472,The Other Woman,"$40,000,000 "
M1473,Brick Mansions,"$28,000,000 "
M1474,Blue Ruin,"$420,000 "
M1475,Transcendence,"$100,000,000 "
M1476,A Haunted House 2,"$4,000,000 "
M1477,Mud,"$10,000,000 "
M1478,Apocalypto,"$40,000,000 "
M1479,Blood Diamond,"$100,000,000 "
M1480,El Laberinto del Fauno,"$16,000,000 "
M1481,The Lucky One,"$25,000,000 "
M1482,The Three Stooges,"$30,000,000 "
M1483,Lockout,"$20,000,000 "
M1484,Tian jiang xiong shi,"$65,000,000 "
M1485,The Last Five Years,"$2,000,000 "
M1486,Moana,"$150,000,000 "
M1487,The Finest Hours,"$70,000,000 "
M1488,Kung Fu Panda 3,"$140,000,000 "
M1489,Lars and the Real Girl,"$12,500,000 "
M1490,Elizabeth: The Golden Age,"$55,000,000 "
M1491,The Seeker: The Dark is Rising,"$45,000,000 "
M1492,Michael Clayton,"$21,500,000 "
M1493,A Dogâ€™s Purpose,"$25,000,000 "
M1494,In Good Company,"$26,000,000 "
M1495,Fat Albert,"$45,000,000 "
M1496,Darkness,"$10,600,000 "
M1497,Meet Dave,"$60,000,000 "
M1498,Journey to the Center of the Earth,"$45,000,000 "
M1499,Hellboy II: The Golden Army,"$82,500,000 "
M1500,The Dark Knight,"$185,000,000 "
M1501,Ne le dis Ã  personne,"$18,500,000 "
M1502,Halloween 2,"$15,000,000 "
M1503,Taking Woodstock,"$29,000,000 "
M1504,The Final Destination,"$40,000,000 "
M1505,Shorts,"$20,000,000 "
M1506,Post Grad,"$15,000,000 "
M1507,Inglourious Basterds,"$70,000,000 "
M1508,Beginners,"$3,200,000 "
M1509,The Tree of Life,"$35,000,000 "
M1510,Kung Fu Panda 2,"$150,000,000 "
M1511,The Hangover Part II,"$80,000,000 "
M1512,The Oxford Murders,"$10,000,000 "
M1513,Flipped,"$14,000,000 "
M1514,The Other Guys,"$100,000,000 "
M1515,The Disappearance of Alice Creed,"$1,500,000 "
M1516,The Extra Man,"$7,000,000 "
M1517,Dinner for Schmucks,"$69,000,000 "
M1518,Charlie St. Cloud,"$44,000,000 "
M1519,Cats & Dogs: The Revenge of Kitty Galore,"$85,000,000 "
M1520,13 Sins,"$4,000,000 "
M1521,Heaven is for Real,"$12,000,000 "
M1522,The Amazing Spider-Man 2,"$200,000,000 "
M1523,The Railway Man,"$18,000,000 "
M1524,Oculus,"$5,000,000 "
M1525,The Big Wedding,"$32,500,000 "
M1526,Pain & Gain,"$26,000,000 "
M1527,Iron Man 3,"$200,000,000 "
M1528,Oblivion,"$120,000,000 "
M1529,The Lords of Salem,"$1,500,000 "
M1530,The Fountain,"$35,000,000 "
M1531,Deck the Halls,"$51,000,000 "
M1532,DÃ©jÃ  Vu,"$80,000,000 "
M1533,Happy Feet,"$85,000,000 "
M1534,Casino Royale,"$102,000,000 "
M1535,Bobby,"$14,000,000 "
M1536,The Cabin in the Woods,"$30,000,000 "
M1537,The Raven,"$26,000,000 "
M1538,Battleship,"$220,000,000 "
M1539,Le fils de lâ€™autre,"$2,700,000 "
M1540,Fifty Shades of Grey,"$40,000,000 "
M1541,Shaun the Sheep,"$25,000,000 "
M1542,Den of Thieves,"$30,000,000 "
M1543,Se jie,"$15,000,000 "
M1544,The Kingdom,"$72,500,000 "
M1545,The Game Plan,"$22,000,000 "
M1546,Sydney White,"$16,500,000 "
M1547,Resident Evil: Extinction,"$45,000,000 "
M1548,xXx: Return of Xander Cage,"$85,000,000 "
M1549,Split,"$9,000,000 "
M1550,Rumor Has It,"$70,000,000 "
M1551,The New World,"$30,000,000 "
M1552,Match Point,"$15,000,000 "
M1553,Munich,"$75,000,000 "
M1554,Cheaper by the Dozen 2,"$60,000,000 "
M1555,Fun With Dick And Jane,"$140,000,000 "
M1556,The Family Stone,"$18,000,000 "
M1557,The Producers: The Movie Musical,"$45,000,000 "
M1558,Hotel Rwanda,"$17,500,000 "
M1559,Spanglish,"$75,000,000 "
M1560,Meet the Fockers,"$60,000,000 "
M1561,Lemony Snicket's A Series of Unfortunate Events,"$100,000,000 "
M1562,Million Dollar Baby,"$30,000,000 "
M1563,Flight of the Phoenix,"$75,000,000 "
M1564,The Aviator,"$110,000,000 "
M1565,The Life Aquatic with Steve Zissou,"$50,000,000 "
M1566,Ocean's Twelve,"$110,000,000 "
M1567,Paycheck,"$60,000,000 "
M1568,Cold Mountain,"$80,000,000 "
M1569,Monster,"$5,000,000 "
M1570,House of Sand and Fog,"$16,500,000 "
M1571,Mona Lisa Smile,"$65,000,000 "
M1572,Cheaper by the Dozen,"$40,000,000 "
M1573,The Company,"$15,000,000 "
M1574,The Lord of the Rings: The Return of the King,"$94,000,000 "
M1575,Touching the Void,"$2,000,000 "
M1576,Stuck On You,"$55,000,000 "
M1577,Peter Pan,"$100,000,000 "
M1578,Something's Gotta Give,"$80,000,000 "
M1579,The Statement,"$27,000,000 "
M1580,The Wackness,"$6,000,000 "
M1581,Mamma Mia!,"$52,000,000 "
M1582,Hancock,"$150,000,000 "
M1583,Wanted,"$75,000,000 "
M1584,WALL-E,"$180,000,000 "
M1585,Der Baader Meinhof Komplex,"$19,700,000 "
M1586,The Time Travelerâ€™s Wife,"$39,000,000 "
M1587,"The Goods: Live Hard, Sell Hard","$10,000,000 "
M1588,Gake no ue no Ponyo,"$34,000,000 "
M1589,Bandslam,"$20,000,000 "
M1590,District 9,"$30,000,000 "
M1591,Midnight in Paris,"$30,000,000 "
M1592,Pirates of the Caribbean: On Stranger Tides,"$379,000,000 "
M1593,Priest,"$60,000,000 "
M1594,Go For It!,"$2,450,000 "
M1595,Salt,"$130,000,000 "
M1596,Ramona and Beezus,"$15,000,000 "
M1597,Inception,"$160,000,000 "
M1598,The Sorcerer's Apprentice,"$160,000,000 "
M1599,Predators,"$40,000,000 "
M1600,Draft Day,"$25,000,000 "
M1601,Filly Brown,"$1,250,000 "
M1602,42,"$31,000,000 "
M1603,Stranger Than Fiction,"$30,000,000 "
M1604,Harsh Times,"$2,000,000 "
M1605,FUR: An Imaginary Portrait of Diane Arbus,"$16,800,000 "
M1606,A Good Year,"$35,000,000 "
M1607,Borat,"$18,000,000 "
M1608,Flushed Away,"$149,000,000 "
M1609,Unknown,"$3,700,000 "
M1610,Damsels in Distress,"$3,000,000 "
M1611,American Reunion,"$50,000,000 "
M1612,The Cold Light of Day,"$20,000,000 "
M1613,It Follows,"$2,000,000 "
M1614,Jupiter Ascending,"$179,000,000 "
M1615,Dirty Grandpa,"$11,500,000 "
M1616,The Boy,"$10,000,000 "
M1617,Anomalisa,"$8,000,000 "
M1618,Maze Runner: The Death Cure,"$61,000,000 "
M1619,12 Strong,"$35,000,000 "
M1620,Good Luck Chuck,"$25,000,000 "
M1621,The Assassination of Jesse James by the Coward Robert Ford,"$30,000,000 "
M1622,Into the Wild,"$20,000,000 "
M1623,Eastern Promises,"$50,000,000 "
M1624,In the Valley of Elah,"$23,000,000 "
M1625,Dragon Wars: D-War,"$32,000,000 "
M1626,King Kong,"$207,000,000 "
M1627,Memoirs of a Geisha,"$85,000,000 "
M1628,The World's Fastest Indian,"$25,000,000 "
M1629,Brokeback Mountain,"$13,900,000 "
M1630,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$180,000,000 "
M1631,The Phantom of the Opera,"$55,000,000 "
M1632,Blade: Trinity,"$65,000,000 "
M1633,House of Flying Daggers,"$12,000,000 "
M1634,Closer,"$35,000,000 "
M1635,Girl with a Pearl Earring,"$12,000,000 "
M1636,Un long dimanche de fianÃ§ailles,"$55,000,000 "
M1637,Big Fish,"$70,000,000 "
M1638,Honey,"$18,000,000 "
M1639,The Last Samurai,"$140,000,000 "
M1640,Les Triplettes de Belleville,"$2,000,000 "
M1641,Timeline,"$80,000,000 "
M1642,The Missing,"$65,000,000 "
M1643,The Haunted Mansion,"$90,000,000 "
M1644,The Cooler,"$4,000,000 "
M1645,The Love Guru,"$62,000,000 "
M1646,Get Smart,"$80,000,000 "
M1647,Brick Lane,"$2,500,000 "
M1648,The Incredible Hulk,"$137,500,000 "
M1649,The Happening,"$60,000,000 "
M1650,A Perfect Getaway,"$14,000,000 "
M1651,G.I. Joe: The Rise of Cobra,"$175,000,000 "
M1652,Julie & Julia,"$40,000,000 "
M1653,Funny People,"$72,500,000 "
M1654,The Collector,"$3,000,000 "
M1655,Everything Must Go,"$5,000,000 "
M1656,Bridesmaids,"$32,500,000 "
M1657,There Be Dragons,"$36,000,000 "
M1658,Something Borrowed,"$35,000,000 "
M1659,Jumping the Broom,"$7,000,000 "
M1660,Hobo with a Shotgun,"$3,000,000 "
M1661,The Kids Are All Right,"$4,000,000 "
M1662,Despicable Me,"$69,000,000 "
M1663,The Last Airbender,"$150,000,000 "
M1664,The Twilight Saga: Eclipse,"$68,000,000 "
M1665,Love Ranch,"$25,000,000 "
M1666,Grown Ups,"$75,000,000 "
M1667,Knight and Day,"$117,000,000 "
M1668,Toy Story 3,"$200,000,000 "
M1669,Kynodontas,"$323,000 "
M1670,Ida,"$2,600,000 "
M1671,Sabotage,"$35,000,000 "
M1672,Captain America: The Winter Soldier,"$170,000,000 "
M1673,Scary Movie V,"$20,000,000 "
M1674,The Act of Killing,"$1,000,000 "
M1675,Saw III,"$10,000,000 "
M1676,Babel,"$20,000,000 "
M1677,The Prestige,"$40,000,000 "
M1678,Les Intouchables,"$10,800,000 "
M1679,Marie Antoinette,"$40,000,000 "
M1680,Wrath of the Titans,"$150,000,000 "
M1681,October Baby,"$1,000,000 "
M1682,The Pirates! Band of Misfits,"$55,000,000 "
M1683,Serbuan maut,"$1,100,000 "
M1684,Project Almanac,"$12,000,000 "
M1685,The Brave One,"$70,000,000 "
M1686,Shoot 'Em Up,"$39,000,000 "
M1687,Across the Universe,"$45,000,000 "
M1688,In the Shadow of the Moon,"$2,000,000 "
M1689,3:10 to Yuma,"$48,000,000 "
M1690,The Hunting Party,"$40,000,000 "
M1691,The Bye Bye Man,"$7,400,000 "
M1692,Aeon Flux,"$55,000,000 "
M1693,"Yours, Mine and Ours","$45,000,000 "
M1694,Syriana,"$50,000,000 "
M1695,The Libertine,"$22,000,000 "
M1696,Walk the Line,"$29,000,000 "
M1697,Harry Potter and the Goblet of Fire,"$150,000,000 "
M1698,Christmas with the Kranks,"$50,000,000 "
M1699,Alexander,"$155,000,000 "
M1700,Les Choristes,"$5,500,000 "
M1701,SpongeBob SquarePants: The Movie,"$30,000,000 "
M1702,National Treasure,"$100,000,000 "
M1703,Kinsey,"$11,000,000 "
M1704,Seed of Chucky,"$29,000,000 "
M1705,Bridget Jones: The Edge Of Reason,"$50,000,000 "
M1706,Bad Santa,"$18,000,000 "
M1707,Oldboy,"$3,000,000 "
M1708,Dr. Seussâ€™ The Cat in the Hat,"$109,000,000 "
M1709,Gothika,"$40,000,000 "
M1710,Tupac Resurrection,"$300,000 "
M1711,21 Grams,"$20,000,000 "
M1712,Looney Tunes: Back in Action,"$80,000,000 "
M1713,Master and Commander: The Far Side of the World,"$135,000,000 "
M1714,Love Actually,"$45,000,000 "
M1715,You Don't Mess With the Zohan,"$90,000,000 "
M1716,Mongol,"$18,000,000 "
M1717,Kung Fu Panda,"$130,000,000 "
M1718,And When Did You Last See Your Father?,"$8,000,000 "
M1719,The Strangers,"$9,000,000 "
M1720,Sex and the City,"$57,500,000 "
M1721,Adam,"$3,200,000 "
M1722,The Ugly Truth,"$38,000,000 "
M1723,Aliens in the Attic,"$45,000,000 "
M1724,Orphan,"$20,000,000 "
M1725,G-Force,"$150,000,000 "
M1726,,"$7,500,000 "
M1727,Harry Potter and the Half-Blood Prince,"$250,000,000 "
M1728,The Beaver,"$21,000,000 "
M1729,Thor,"$150,000,000 "
M1730,Prom,"$8,000,000 "
M1731,JÃ»san-nin no shikaku,"$6,000,000 "
M1732,Hoodwinked Too: Hood vs. Evil,"$30,000,000 "
M1733,Dylan Dog: Dead of Night,"$20,000,000 "
M1734,Jonah Hex,"$47,000,000 "
M1735,Cyrus,"$7,000,000 "
M1736,Io sono lâ€™amore,"$10,000,000 "
M1737,The Killer Inside Me,"$13,000,000 "
M1738,Winter's Bone,"$2,000,000 "
M1739,Jerusalema,"$2,000,000 "
M1740,The A-Team,"$110,000,000 "
M1741,The Karate Kid,"$40,000,000 "
M1742,Splice,"$30,000,000 "
M1743,Ondine,"$12,000,000 "
M1744,Marmaduke,"$50,000,000 "
M1745,Noah,"$130,000,000 "
M1746,Muppets Most Wanted,"$55,000,000 "
M1747,Godâ€™s Not Dead,"$1,150,000 "
M1748,Divergent,"$85,000,000 "
M1749,The Brass Teapot,"$900,000 "
M1750,Evil Dead,"$17,000,000 "
M1751,Tyler Perryâ€™s Temptation,"$37,000,000 "
M1752,G.I. Joe: Retaliation,"$140,000,000 "
M1753,Trance,"$16,000,000 "
M1754,Flicka,"$15,000,000 "
M1755,Rio 2,"$130,000,000 "
M1756,Flags of Our Fathers,"$53,000,000 "
M1757,One Night with the King,"$20,000,000 "
M1758,Man of the Year,"$20,000,000 "
M1759,Infamous,"$13,000,000 "
M1760,The Marine,"$15,000,000 "
M1761,Playback,"$1,500,000 "
M1762,"Jeff, Who Lives at Home","$10,000,000 "
M1763,Casa de mi Padre,"$6,000,000 "
M1764,Black or White,"$9,000,000 "
M1765,Kingsman: The Secret Service,"$94,000,000 "
M1766,The SpongeBob Movie: Sponge Out of Water,"$74,000,000 "
M1767,13 Hours: The Secret Soldiers of Benghazi,"$50,000,000 "
M1768,Ride Along 2,"$40,000,000 "
M1769,Norm of the North,"$18,000,000 "
M1770,The 5th Wave,"$38,000,000 "
M1771,The Commuter,"$40,000,000 "
M1772,Proud Mary,"$30,000,000 "
M1773,Halloween,"$15,000,000 "
M1774,Death Sentence,"$20,000,000 "
M1775,War,"$25,000,000 "
M1776,Resurrecting the Champ,"$13,000,000 "
M1777,Mr. Beanâ€™s Holiday,"$25,000,000 "
M1778,Sleepless,"$30,000,000 "
M1779,Zathura,"$65,000,000 "
M1780,Derailed,"$22,000,000 "
M1781,Pride & Prejudice,"$28,000,000 "
M1782,Get Rich or Die Tryin',"$40,000,000 "
M1783,Jarhead,"$72,000,000 "
M1784,After the Sunset,"$57,000,000 "
M1785,The Polar Express,"$170,000,000 "
M1786,Alfie,"$40,000,000 "
M1787,Saw,"$1,200,000 "
M1788,Ray,"$40,000,000 "
M1789,Elf,"$32,000,000 "
M1790,The Matrix Revolutions,"$150,000,000 "
M1791,Shattered Glass,"$6,000,000 "
M1792,Scary Movie 3,"$45,000,000 "
M1793,The Singing Detective,"$8,000,000 "
M1794,Radio,"$35,000,000 "
M1795,Elephant,"$3,000,000 "
M1796,Beyond Borders,"$60,000,000 "
M1797,The Children of Huang Shi,"$20,000,000 "
M1798,In the Cut,"$12,000,000 "
M1799,Indiana Jones and the Kingdom of the Crystal Skull,"$185,000,000 "
M1800,The Chronicles of Narnia: Prince Caspian,"$225,000,000 "
M1801,What Happens in Vegas...,"$35,000,000 "
M1802,BrÃ¼no,"$42,000,000 "
M1803,"I Love You, Beth Cooper","$18,000,000 "
M1804,Public Enemies,"$102,500,000 "
M1805,Ice Age: Dawn of the Dinosaurs,"$90,000,000 "
M1806,My Sisterâ€™s Keeper,"$27,500,000 "
M1807,The Hurt Locker,"$15,000,000 "
M1808,Stake Land,"$4,000,000 "
M1809,Water for Elephants,"$38,000,000 "
M1810,Madeaâ€™s Big Happy Family,"$25,000,000 "
M1811,POM Wonderful Presents: The Greatest Movie Ever Sold,"$1,800,000 "
M1812,Dum Maaro Dum,"$5,200,000 "
M1813,Fast Five,"$125,000,000 "
M1814,Winnie the Pooh,"$30,000,000 "
M1815,Scream 4,"$40,000,000 "
M1816,Killers,"$75,000,000 "
M1817,Get Him to the Greek,"$40,000,000 "
M1818,Prince of Persia: Sands of Time,"$200,000,000 "
M1819,Micmacs,"$42,000,000 "
M1820,Shrek Forever After,"$165,000,000 "
M1821,Sex and the City 2,"$95,000,000 "
M1822,Kites,"$9,200,000 "
M1823,MacGruber,"$10,000,000 "
M1824,Under the Skin,"$13,300,000 "
M1825,Veronica Mars,"$6,000,000 "
M1826,Bad Words,"$10,000,000 "
M1827,Need for Speed,"$66,000,000 "
M1828,The Host,"$50,000,000 "
M1829,Admission,"$13,000,000 "
M1830,The Place Beyond the Pines,"$15,000,000 "
M1831,Olympus Has Fallen,"$70,000,000 "
M1832,The Texas Chainsaw Massacre: The Beginning,"$16,000,000 "
M1833,Employee of the Month,"$10,000,000 "
M1834,The Departed,"$90,000,000 "
M1835,Mirror Mirror,"$85,000,000 "
M1836,Open Season,"$85,000,000 "
M1837,21 Jump Street,"$42,000,000 "
M1838,A Thousand Words,"$40,000,000 "
M1839,Silent House,"$2,000,000 "
M1840,Song One,"$6,000,000 "
M1841,Insidious: The Last Key,"$10,000,000 "
M1842,Superbad,"$17,500,000 "
M1843,The Last Legion,"$67,000,000 "
M1844,The Invasion,"$80,000,000 "
M1845,Death at a Funeral,"$20,000,000 "
M1846,The Space Between Us,"$30,000,000 "
M1847,Chicken Little,"$150,000,000 "
M1848,Wolf Creek,"$1,100,000 "
M1849,The Weather Man,"$20,000,000 "
M1850,The Legend of Zorro,"$80,000,000 "
M1851,Sideways,"$17,000,000 "
M1852,The Incredibles,"$92,000,000 "
M1853,The Grudge,"$10,000,000 "
M1854,The Texas Chainsaw Massacre,"$9,000,000 "
M1855,Pieces of April,"$300,000 "
M1856,House of the Dead,"$7,000,000 "
M1857,Good Boy!,"$17,000,000 "
M1858,Calendar Girls,"$10,000,000 "
M1859,Intolerable Cruelty,"$60,000,000 "
M1860,Speed Racer,"$120,000,000 "
M1861,Son of Rambow: A Home Movie,"$2,000,000 "
M1862,Redbelt,"$7,000,000 "
M1863,Made of Honor,"$40,000,000 "
M1864,Iron Man,"$186,000,000 "
M1865,Transformers: Revenge of the Fallen,"$210,000,000 "
M1866,Year One,"$60,000,000 "
M1867,The Proposal,"$40,000,000 "
M1868,Whatever Works,"$15,000,000 "
M1869,DÃ¸d snÃ¸,"$800,000 "
M1870,Kill Bill: Volume 1,"$55,000,000 "
M1871,The Taking of Pelham 123,"$110,000,000 "
M1872,Moon,"$5,000,000 "
M1873,"Food, Inc.","$1,000,000 "
M1874,Imagine That,"$55,000,000 "
M1875,The Conspirator,"$25,000,000 "
M1876,Your Highness,"$50,000,000 "
M1877,Rio,"$90,000,000 "
M1878,Meek's Cutoff,"$2,000,000 "
M1879,Soul Surfer,"$18,000,000 "
M1880,Robin Hood,"$210,000,000 "
M1881,Letters to Juliet,"$30,000,000 "
M1882,Just Wright,"$12,000,000 "
M1883,Mother and Child,"$7,000,000 "
M1884,Iron Man 2,"$170,000,000 "
M1885,The Grand Budapest Hotel,"$31,000,000 "
M1886,300: Rise of an Empire,"$110,000,000 "
M1887,Son of God,"$22,000,000 "
M1888,Non-Stop,"$50,000,000 "
M1889,The Lunchbox,"$1,700,000 "
M1890,The Croods,"$135,000,000 "
M1891,The Incredible Burt Wonderstone,"$32,000,000 "
M1892,The Call,"$12,800,000 "
