movie_id,movie_title,production_budget
M638,Inside Llewyn Davis,"$11,000,000 "
M639,Philomena,"$12,000,000 "
M640,Dallas Buyers Club,"$5,000,000 "
M641,Alex Cross,"$35,000,000 "
M642,Paranormal Activity 4,"$5,000,000 "
M643,Seven Psychopaths,"$13,500,000 "
M644,Maggie,"$4,500,000 "
M645,Hot Pursuit,"$35,000,000 "
M646,The D Train,"$3,000,000 "
M647,Going in Style,"$24,000,000 "
M648,The Equalizer,"$55,000,000 "
M649,A Walk Among the Tombstones,"$28,000,000 "
M650,This is Where I Leave You,"$20,000,000 "
M651,Tusk,"$3,000,000 "
M652,Free Birds,"$55,000,000 "
M653,Thor: The Dark World,"$150,000,000 "
M654,Blood Ties,"$26,000,000 "
M655,The Square,"$1,500,000 "
M656,Ender's Game,"$110,000,000 "
M657,The Face of Love,"$4,000,000 "
M658,The Impossible,"$40,000,000 "
M659,Argo,"$44,500,000 "
M660,The Counselor,"$25,000,000 "
M661,Here Comes the Boom,"$42,000,000 "
M662,Wuthering Heights,"$8,000,000 "
M663,Sinister,"$3,000,000 "
M664,The Paperboy,"$12,500,000 "
M665,Mr. Nobody,"$46,500,000 "
M666,Pitch Perfect 2,"$29,000,000 "
M667,Hunt for the Wilderpeople,"$2,500,000 "
M668,Godâ€™s Not Dead 2,"$5,000,000 "
M669,Unsane,"$1,500,000 "
M670,Free Fire,"$10,000,000 "
M671,The Girl with the Dragon Tattoo,"$90,000,000 "
M672,Sherlock Holmes: A Game of Shadows,"$125,000,000 "
M673,Carnage,"$25,000,000 "
M674,Mission: Impossibleâ€”Ghost Protocol,"$145,000,000 "
M675,Alvin and the Chipmunks: Chipwrecked,"$80,000,000 "
M676,The Sitter,"$25,000,000 "
M677,Young Adult,"$12,000,000 "
M678,New Yearâ€™s Eve,"$26,000,000 "
M679,Tinker Tailor Soldier Spy,"$21,000,000 "
M680,The Boxtrolls,"$60,000,000 "
M681,Jackass Presents: Bad Grandpa,"$15,000,000 "
M682,I'm in Love with a Church Girl,"$3,000,000 "
M683,The Fifth Estate,"$26,000,000 "
M684,Carrie,"$30,000,000 "
M685,Frankenweenie,"$39,000,000 "
M686,Won't Back Down,"$19,000,000 "
M687,Pitch Perfect,"$17,000,000 "
M688,Far from the Madding Crowd,"$15,495,600 "
M689,Compadres,"$3,000,000 "
M690,Everybody Wants Some,"$10,000,000 "
M691,"Paul, Apostle of Christ","$5,000,000 "
M692,Ready Player One,"$150,000,000 "
M693,Midnight Sun,"$2,800,000 "
M694,Churchill,"$10,000,000 "
M695,The Zookeeperâ€™s Wife,"$20,000,000 "
M696,Shame,"$6,500,000 "
M697,No Good Deed,"$13,200,000 "
M698,The Skeleton Twins,"$1,000,000 "
M699,The Drop,"$12,600,000 "
M700,Dolphin Tale 2,"$36,000,000 "
M701,All is Lost,"$8,500,000 "
M702,12 Years a Slave,"$20,000,000 "
M703,Machete Kills,"$20,000,000 "
M704,Taken 2,"$45,000,000 "
M705,Hotel Transylvania,"$85,000,000 "
M706,Looper,"$30,000,000 "
M707,Trouble with the Curve,"$60,000,000 "
M708,The Other Dream Team,"$500,000 "
M709,Killing Them Softly,"$15,000,000 "
M710,House at the End of the Street,"$6,900,000 "
M711,Little Boy,"$20,000,000 "
M712,Pacific Rim: Uprising,"$155,000,000 "
M713,"Love, Simon","$10,000,000 "
M714,I Can Only Imagine,"$7,000,000 "
M715,Flower,"$500,000 "
M716,Smurfs: The Lost Village,"$60,000,000 "
M717,Power Rangers,"$120,000,000 "
M718,My Week with Marilyn,"$10,000,000 "
M719,The Muppets,"$45,000,000 "
M720,Hugo,"$180,000,000 "
M721,A Dangerous Method,"$20,000,000 "
M722,"The Twilight Saga: Breaking Dawn, Part 1","$127,500,000 "
M723,Happy Feet Two,"$135,000,000 "
M724,Another Happy Day,"$4,000,000 "
M725,The Maze Runner,"$34,000,000 "
M726,The Descendants,"$20,000,000 "
M727,My Old Lady,"$5,000,000 "
M728,Captain Phillips,"$55,000,000 "
M729,Escape Plan,"$70,000,000 "
M730,Parkland,"$10,000,000 "
M731,The Perks of Being a Wallflower,"$13,000,000 "
M732,Amour,"$9,700,000 "
M733,End of Watch,"$15,000,000 "
M734,The Master,"$37,500,000 "
M735,Stolen,"$35,000,000 "
M736,My Big Fat Greek Wedding 2,"$18,000,000 "
M737,Batman v Superman: Dawn of Justice,"$263,000,000 "
M738,Sherlock Gnomes,"$59,000,000 "
M739,Melancholia,"$9,400,000 "
M740,Jack and Jill,"$79,000,000 "
M741,Immortals,"$75,000,000 "
M742,Arthur Christmas,"$85,000,000 "
M743,A Very Harold & Kumar 3D Christmas,"$20,000,000 "
M744,J. Edgar,"$35,000,000 "
M745,Tower Heist,"$85,000,000 "
M746,The Son of No One,"$15,000,000 "
M747,"As Above, So Below","$5,000,000 "
M748,Gravity,"$110,000,000 "
M749,Barfi,"$4,600,000 "
M750,Arbitrage,"$12,000,000 "
M751,Resident Evil: Retribution,"$65,000,000 "
M752,The Sweeney,"$4,500,000 "
M753,Shanghai,"$50,000,000 "
M754,The Words,"$6,000,000 "
M755,The Inbetweeners,"$5,700,000 "
M756,Avengers: Age of Ultron,"$365,000,000 "
M757,Dredd,"$45,000,000 "
M758,Unfriended,"$1,000,000 "
M759,A Wrinkle in Time,"$103,000,000 "
M760,Thoroughbreds,"$5,000,000 "
M761,The Strangers: Prey at Night,"$5,000,000 "
M762,Ghost in the Shell,"$110,000,000 "
M763,Life,"$58,000,000 "
M764,CHiPS,"$25,000,000 "
M765,The Rum Diary,"$45,000,000 "
M766,Puss in Boots,"$130,000,000 "
M767,Like Crazy,"$250,000 "
M768,In Time,"$35,000,000 "
M769,Anonymous,"$27,500,000 "
M770,The Adventures of Tintin,"$130,000,000 "
M771,The November Man,"$15,000,000 "
M772,When the Game Stands Tall,"$15,000,000 "
M773,Sin City: A Dame to Kill For,"$65,000,000 "
M774,If I Stay,"$11,000,000 "
M775,Metallica Through the Never,"$18,000,000 "
M776,Don Jon,"$5,500,000 "
M777,Baggage Claim,"$8,500,000 "
M778,Cloudy with a Chance of Meatballs 2,"$78,000,000 "
M779,Runner Runner,"$30,000,000 "
M780,Anna Karenina,"$49,000,000 "
M781,Bachelorette,"$3,000,000 "
M782,The Possession,"$14,000,000 "
M783,"For a Good Time, Call","$850,000 "
M784,Shut In,"$10,000,000 "
M785,Miracles from Heaven,"$13,000,000 "
M786,The Three Musketeers,"$90,000,000 "
M787,Paranormal Activity 3,"$5,000,000 "
M788,Johnny English Reborn,"$45,000,000 "
M789,Martha Marcy May Marlene,"$1,000,000 "
M790,Le Havre,"$5,500,000 "
M791,"Guten Tag, Ramon","$4,000,000 "
M792,The Giver,"$25,000,000 "
M793,The Expendables 3,"$100,000,000 "
M794,Letâ€™s Be Cops,"$17,000,000 "
M795,Battle of the Year,"$20,000,000 "
M796,Prisoners,"$46,000,000 "
M797,Enough Said,"$8,000,000 "
M798,Rush,"$38,000,000 "
M799,Plush,"$2,000,000 "
M800,Lawless,"$26,000,000 "
M801,Upside Down,"$50,000,000 "
M802,Les petits mouchoirs,"$25,000,000 "
M803,Samsara,"$4,000,000 "
M804,The Apparition,"$17,000,000 "
M805,Premium Rush,"$35,000,000 "
M806,Child 44,"$50,000,000 "
M807,The Age of Adaline,"$30,000,000 "
M808,The Perfect Match,"$5,000,000 "
M809,The Man Who Knew Infinity,"$10,000,000 "
M810,The Belko Experiment,"$5,000,000 "
M811,The Boss Baby,"$125,000,000 "
M812,Beauty and the Beast,"$160,000,000 "
M813,Trespass,"$35,000,000 "
M814,The Thing,"$38,000,000 "
M815,La piel que habito,"$11,000,000 "
M816,Footloose,"$24,000,000 "
M817,The Big Year,"$41,000,000 "
M818,The Artist,"$16,000,000 "
M819,Xinhai geming,"$30,000,000 "
M820,Teenage Mutant Ninja Turtles,"$125,000,000 "
M821,Into the Storm,"$50,000,000 "
M822,The Hundred-Foot Journey,"$22,000,000 "
M823,Fireflies in the Garden,"$8,000,000 "
M824,Get on Up,"$30,000,000 "
M825,Insidious Chapter 2,"$5,000,000 "
M826,The Family,"$30,000,000 "
M827,Hit & Run,"$22,000,000 "
M828,Sparkle,"$10,000,000 "
M829,Robot & Frank,"$2,500,000 "
M830,Compliance,"$270,000 "
M831,The Awakening,"$4,900,000 "
M832,The Odd Life of Timothy Green,"$40,000,000 "
M833,The Expendables 2,"$100,000,000 "
M834,Paul Blart: Mall Cop 2,"$38,000,000 "
M835,"Hello, My Name is Doris","$1,000,000 "
M836,Eye in the Sky,"$13,000,000 "
M837,Tomb Raider,"$90,000,000 "
M838,The Lost City of Z,"$30,000,000 "
M839,Revolutionary Road,"$45,000,000 "
M840,Waltz with Bashir,"$2,000,000 "
M841,The Spirit,"$60,000,000 "
M842,Valkyrie,"$90,000,000 "
M843,Marley & Me,"$60,000,000 "
M844,Bedtime Stories,"$80,000,000 "
M845,Yes Man,"$50,000,000 "
M846,Seven Pounds,"$54,000,000 "
M847,The Curious Case of Benjamin Button,"$160,000,000 "
M848,The Tale of Despereaux,"$60,000,000 "
M849,The Wrestler,"$6,000,000 "
M850,The Ides of March,"$23,000,000 "
M851,Real Steel,"$110,000,000 "
M852,Blackthorn,"$4,500,000 "
M853,Margin Call,"$3,400,000 "
M854,Tucker & Dale vs. Evil,"$5,000,000 "
M855,Take Shelter,"$4,750,000 "
M856,What's Your Number?,"$20,000,000 "
M857,Margaret,"$14,000,000 "
M858,Guardians of the Galaxy,"$170,000,000 "
M859,The Salvation,"$14,000,000 "
M860,Lucy,"$40,000,000 "
M861,A Most Wanted Man,"$15,000,000 "
M862,Riddick,"$38,000,000 "
M863,The Campaign,"$95,000,000 "
M864,The Bourne Legacy,"$125,000,000 "
M865,The Sapphires,"$9,000,000 "
M866,Hope Springs,"$30,000,000 "
M867,The Longest Ride,"$34,000,000 "
M868,The Young Messiah,"$16,800,000 "
M869,The Divergent Series: Allegiant,"$110,000,000 "
M870,The Hurricane Heist,"$40,000,000 "
M871,Death Wish,"$30,000,000 "
M872,Gran Torino,"$25,000,000 "
M873,Doubt,"$20,000,000 "
M874,The Day the Earth Stood Still,"$80,000,000 "
M875,"Che, Part 1: The Argentine","$58,000,000 "
M876,The Reader,"$32,500,000 "
M877,Punisher: War Zone,"$35,000,000 "
M878,Courageous,"$2,000,000 "
M879,Frost/Nixon,"$29,000,000 "
M880,Dream House,"$50,000,000 "
M881,50/50,"$8,000,000 "
M882,Weekend,"$190,000 "
M883,Red State,"$4,000,000 "
M884,Hercules,"$100,000,000 "
M885,Moneyball,"$50,000,000 "
M886,Wish I Was Here,"$6,000,000 "
M887,I Origins,"$1,000,000 "
M888,Planes: Fire and Rescue,"$50,000,000 "
M889,The Purge: Anarchy,"$9,000,000 "
M890,Sex Tape,"$40,000,000 "
M891,About Time,"$12,000,000 "
M892,One Direction: This is Us,"$10,000,000 "
M893,Getaway,"$18,000,000 "
M894,No se Aceptan Devoluciones,"$5,000,000 "
M895,You're Next,"$1,000,000 "
M896,Total Recall,"$125,000,000 "
M897,ParaNorman,"$60,000,000 "
M898,Diary of a Wimpy Kid: Dog Days,"$22,000,000 "
M899,Celeste and Jesse Forever,"$840,000 "
M900,The Watch,"$55,000,000 "
M901,Step Up Revolution,"$33,000,000 "
M902,Whiskey Tango Foxtrot,"$35,000,000 "
M903,Red Sparrow,"$69,000,000 "
M904,Table 19,"$5,000,000 "
M905,The Shack,"$20,000,000 "
M906,Cadillac Records,"$12,000,000 "
M907,Transporter 3,"$40,000,000 "
M908,Four Christmases,"$80,000,000 "
M909,Australia,"$130,000,000 "
M910,Twilight,"$37,000,000 "
M911,Milk,"$20,000,000 "
M912,Winter in Wartime,"$5,800,000 "
M913,Bolt,"$150,000,000 "
M914,Machine Gun Preacher,"$30,000,000 "
M915,Killer Elite,"$70,000,000 "
M916,Dolphin Tale,"$37,000,000 "
M917,Abduction,"$35,000,000 "
M918,Straw Dogs,"$25,000,000 "
M919,And So It Goes,"$18,000,000 "
M920,Dawn of the Planet of the Apes,"$170,000,000 "
M921,Drinking Buddies,"$500,000 "
M922,The Mortal Instruments: City of Bones,"$60,000,000 "
M923,Underdogs,"$2,500,000 "
M924,Paranoia,"$40,000,000 "
M925,Kick-Ass 2,"$28,000,000 "
M926,Jobs,"$18,000,000 "
M927,The Dark Knight Rises,"$230,000,000 "
M928,Woman in Gold,"$11,000,000 "
M929,Red Lights,"$17,700,000 "
M930,Furious 7,"$190,000,000 "
M931,While We're Young,"$10,000,000 "
M932,London Has Fallen,"$60,000,000 "
M933,Game Night,"$37,000,000 "
M934,Quantum of Solace,"$230,000,000 "
M935,Soul Men,"$40,000,000 "
M936,Role Models,"$28,000,000 "
M937,Slumdog Millionaire,"$14,000,000 "
M938,Restless,"$8,000,000 "
M939,Drive,"$15,000,000 "
M940,3,"$7,200,000 "
M941,I Don't Know How She Does It,"$24,000,000 "
M942,Warrior,"$25,000,000 "
M943,L'illusionniste,"$17,000,000 "
M944,Gulliver's Travels,"$112,000,000 "
M945,Blue Valentine,"$1,000,000 "
M946,True Grit,"$35,000,000 "
M947,Somewhere,"$7,000,000 "
M948,Country Strong,"$15,000,000 "
M949,Little Fockers,"$100,000,000 "
M950,Yogi Bear,"$80,000,000 "
M951,United Passions,"$30,000,000 "
M952,Desert Dancer,"$4,000,000 "
M953,Tammy,"$20,000,000 "
M954,Earth to Echo,"$13,000,000 "
M955,Deliver Us from Evil,"$30,000,000 "
M956,Lee Daniels' The Butler,"$30,000,000 "
M957,Ain't Them Bodies Saints,"$5,000,000 "
M958,Disney Planes,"$50,000,000 "
M959,Elysium,"$120,000,000 "
M960,Snabba Cash,"$4,300,000 "
M961,Holy Motors,"$4,000,000 "
M962,Unforgettable,"$12,000,000 "
M963,Every Day,"$4,900,000 "
M964,Annihilation,"$55,000,000 "
M965,Before I Fall,"$5,000,000 "
M966,Madagascar: Escape 2 Africa,"$150,000,000 "
M967,The Boy in the Striped Pyjamas,"$12,500,000 "
M968,Zack and Miri Make a Porno,"$24,000,000 "
M969,The Haunting of Molly Hartley,"$5,000,000 "
M970,Eden Lake,"$2,000,000 "
M971,Das Weisse Band: Eine deutsche Kindergeschichte,"$18,000,000 "
M972,Kevin Hart: Laugh at My Pain,"$750,000 "
M973,Creature,"$3,000,000 "
M974,Contagion,"$60,000,000 "
M975,Salvando al Soldado Perez,"$4,500,000 "
M976,Tron: Legacy,"$200,000,000 "
M977,Kill List,"$800,000 "
M978,How Do You Know?,"$120,000,000 "
M979,Rabbit Hole,"$5,000,000 "
M980,Casino Jack,"$12,500,000 "
M981,The Tourist,"$100,000,000 "
M982,The Fighter,"$11,000,000 "
M983,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$155,000,000 "
M984,The Warrior's Way,"$42,000,000 "
M985,"I Love You, Phillip Morris","$13,000,000 "
M986,Black Swan,"$13,000,000 "
M987,Begin Again,"$8,000,000 "
M988,Percy Jackson: Sea of Monsters,"$90,000,000 "
M989,Transformers: Age of Extinction,"$210,000,000 "
M990,Weâ€™re the Millers,"$37,000,000 "
M991,The Spectacular Now,"$2,500,000 "
M992,2 Guns,"$61,000,000 "
M993,The Canyons,"$250,000 "
M994,Snowpiercer,"$40,000,000 "
M995,The To Do List,"$1,500,000 "
M996,The Smurfs 2,"$110,000,000 "
M997,The Wolverine,"$115,000,000 "
M998,Savages,"$45,000,000 "
M999,Katy Perry: Part of Me,"$12,000,000 "
M1000,Tyler Perry's Madea's Witness Protection,"$20,000,000 "
M1001,Ted,"$50,000,000 "
M1002,People Like Us,"$16,000,000 "
M1003,Killer Joe,"$10,000,000 "
M1004,Magic Mike,"$7,000,000 "
M1005,Ice Age: Continental Drift,"$95,000,000 "
M1006,Get Hard,"$40,000,000 "
M1007,Eddie the Eagle,"$23,000,000 "
M1008,Get Out,"$5,000,000 "
M1009,Bitter Harvest,"$21,000,000 "
M1010,"Synecdoche, New York","$20,000,000 "
M1011,Saw V,"$10,800,000 "
M1012,Pride and Glory,"$30,000,000 "
M1013,Passchendaele,"$20,000,000 "
M1014,LÃ¥t den rÃ¤tte komma in,"$4,500,000 "
M1015,High School Musical 3: Senior Year,"$11,000,000 "
M1016,Changeling,"$55,000,000 "
M1017,Sherlock Holmes,"$90,000,000 "
M1018,The Imaginarium of Doctor Parnassus,"$30,000,000 "
M1019,Itâ€™s Complicated,"$85,000,000 "
M1020,Nine,"$80,000,000 "
M1021,The Young Victoria,"$35,000,000 "
M1022,Alvin and the Chipmunks: The Squeakquel,"$70,000,000 "
M1023,Did You Hear About the Morgans?,"$58,000,000 "
M1024,Crazy Heart,"$8,500,000 "
M1025,Avatar,"$237,000,000 "
M1026,A Single Man,"$7,000,000 "
M1027,The Debt,"$20,000,000 "
M1028,Apollo 18,"$5,000,000 "
M1029,The Kingâ€™s Speech,"$15,000,000 "
M1030,All Good Things,"$20,000,000 "
M1031,The Nutcracker in 3D,"$90,000,000 "
M1032,Love and Other Drugs,"$30,000,000 "
M1033,Tangled,"$260,000,000 "
M1034,Burlesque,"$55,000,000 "
M1035,Faster,"$24,000,000 "
M1036,The Next Three Days,"$30,000,000 "
M1037,Made in Dagenham,"$8,000,000 "
M1038,Unstoppable,"$95,000,000 "
M1039,Tiny Furniture,"$50,000 "
M1040,Harry Potter and the Deathly Hallows: Part I,"$125,000,000 "
M1041,La chambre bleue,"$1,400,000 "
M1042,Think Like a Man Too,"$24,000,000 "
M1043,Jersey Boys,"$40,000,000 "
M1044,Blue Jasmine,"$18,000,000 "
M1045,R.I.P.D.,"$130,000,000 "
M1046,RED 2,"$84,000,000 "
M1047,The World's End,"$20,000,000 "
M1048,Only God Forgives,"$4,800,000 "
M1049,The Conjuring,"$20,000,000 "
M1050,The Amazing Spider-Man,"$220,000,000 "
M1051,Beasts of the Southern Wild,"$1,800,000 "
M1052,Seeking a Friend for the End of the World,"$10,000,000 "
M1053,Brave,"$185,000,000 "
M1054,Abraham Lincoln: Vampire Hunter,"$67,500,000 "
M1055,Your Sister's Sister,"$120,000 "
M1056,Do You Believe?,"$2,300,000 "
M1057,Danny Collins,"$10,000,000 "
M1058,Home,"$130,000,000 "
M1059,The Other Side of the Door,"$5,000,000 "
M1060,Gods of Egypt,"$140,000,000 "
M1061,The Brothers Grimsby,"$35,000,000 "
M1062,The Witch,"$3,500,000 "
M1063,Triple 9,"$20,000,000 "
M1064,Race,"$5,000,000 "
M1065,Black Panther,"$200,000,000 "
M1066,Logan,"$127,000,000 "
M1067,Kong: Skull Island,"$185,000,000 "
M1068,W.,"$25,100,000 "
M1069,What Just Happened,"$27,000,000 "
M1070,Sex Drive,"$19,000,000 "
M1071,The Secret Life of Bees,"$11,000,000 "
M1072,Quarantine,"$12,000,000 "
M1073,Max Payne,"$35,000,000 "
M1074,The Express,"$37,500,000 "
M1075,City of Ember,"$38,000,000 "
M1076,The Lovely Bones,"$95,000,000 "
M1077,Up in the Air,"$25,000,000 "
M1078,Invictus,"$60,000,000 "
M1079,Armored,"$20,000,000 "
M1080,Brothers,"$26,000,000 "
M1081,The Road,"$25,000,000 "
M1082,Old Dogs,"$35,000,000 "
M1083,Our Idiot Brother,"$5,000,000 "
M1084,Colombiana,"$40,000,000 "
M1085,Don't Be Afraid of the Dark,"$25,000,000 "
M1086,Circumstance,"$900,000 "
M1087,The Princess and the Frog,"$105,000,000 "
M1088,Higher Ground,"$1,800,000 "
M1089,Spy Kids: All the Time in the World,"$27,000,000 "
M1090,Skyline,"$10,000,000 "
M1091,Morning Glory,"$40,000,000 "
M1092,Megamind,"$130,000,000 "
M1093,Four Lions,"$3,750,000 "
M1094,For Colored Girls,"$21,000,000 "
M1095,Due Date,"$65,000,000 "
M1096,Another Year,"$8,000,000 "
M1097,Wild Target,"$8,000,000 "
M1098,127 Hours,"$18,000,000 "
M1099,Welcome to the Rileys,"$10,000,000 "
M1100,The Signal,"$4,000,000 "
M1101,Los insolitos peces gato,"$1,300,000 "
M1102,Turbo,"$135,000,000 "
M1103,Fruitvale Station,"$900,000 "
M1104,Pacific Rim,"$190,000,000 "
M1105,Grown Ups 2,"$80,000,000 "
M1106,The Way Way Back,"$5,000,000 "
M1107,Thatâ€™s My Boy,"$57,500,000 "
M1108,Safety Not Guaranteed,"$750,000 "
M1109,Rock of Ages,"$70,000,000 "
M1110,The Divergent Series: Insurgent,"$110,000,000 "
M1111,Madagascar 3: Europe's Most Wanted,"$145,000,000 "
M1112,NÃ£o Pare na Pista: A Melhor HistÃ³ria de Paulo Coelho,"$5,400,000 "
M1113,Risen,"$20,000,000 "
M1114,Midnight Special,"$18,000,000 "
M1115,El orfanato,"$4,000,000 "
M1116,The Water Horse: Legend of the Deep,"$40,000,000 "
M1117,There Will Be Blood,"$25,000,000 "
M1118,Persepolis,"$7,300,000 "
M1119,The Great Debaters,"$15,000,000 "
M1120,Aliens vs. Predator - Requiem,"$40,000,000 "
M1121,The Bucket List,"$45,000,000 "
M1122,Walk Hard: The Dewey Cox Story,"$35,000,000 "
M1123,Charlie Wilsonâ€™s War,"$75,000,000 "
M1124,P.S. I Love You,"$30,000,000 "
M1125,Blonde Ambition,"$10,000,000 "
M1126,Fist Fight,"$25,000,000 "
M1127,Body of Lies,"$67,500,000 "
M1128,Rachel Getting Married,"$12,000,000 "
M1129,Nick and Norah's Infinite Playlist,"$10,000,000 "
M1130,RocknRolla,"$18,000,000 "
M1131,Flash of Genius,"$20,000,000 "
M1132,How to Lose Friends & Alienate People,"$28,000,000 "
M1133,Blindness,"$25,000,000 "
M1134,Beverly Hills Chihuahua,"$20,000,000 "
M1135,An American Carol,"$20,000,000 "
M1136,Religulous,"$2,500,000 "
M1137,Ninja Assassin,"$50,000,000 "
M1138,Planet 51,"$60,000,000 "
M1139,The Blind Side,"$35,000,000 "
M1140,Bad Lieutenant: Port of Call New Orleans,"$25,000,000 "
M1141,The Twilight Saga: New Moon,"$50,000,000 "
M1142,The Messenger,"$6,500,000 "
M1143,Fright Night,"$30,000,000 "
M1144,Griff the Invisible,"$2,900,000 "
M1145,Conan the Barbarian,"$90,000,000 "
M1146,5 Days of War,"$12,000,000 "
M1147,Glee: The 3D Concert Movie,"$9,000,000 "
M1148,Final Destination 5,"$40,000,000 "
M1149,30 Minutes or Less,"$28,000,000 "
M1150,The Help,"$25,000,000 "
M1151,Monsters,"$500,000 "
M1152,Saw 3D,"$17,000,000 "
M1153,Paranormal Activity 2,"$3,000,000 "
M1154,Red,"$60,000,000 "
M1155,Obvious Child,"$1,000,000 "
M1156,Boyhood,"$4,000,000 "
M1157,Kevin Hart: Let Me Explain,"$2,500,000 "
M1158,How to Train Your Dragon 2,"$145,000,000 "
M1159,The Lone Ranger,"$225,000,000 "
M1160,White House Down,"$150,000,000 "
M1161,Redemption,"$23,000,000 "
M1162,The Heat,"$43,000,000 "
M1163,High School,"$10,000,000 "
M1164,Snow White and the Huntsman,"$170,000,000 "
M1165,Prometheus,"$125,000,000 "
M1166,Run All Night,"$50,000,000 "
M1167,The 15:17 to Paris,"$30,000,000 "
M1168,Peter Rabbit,"$50,000,000 "
M1169,I am Legend,"$150,000,000 "
M1170,The Kite Runner,"$20,000,000 "
M1171,Alvin and the Chipmunks,"$55,000,000 "
M1172,The Golden Compass,"$205,000,000 "
M1173,Miracle at St. Anna,"$45,000,000 "
M1174,Fireproof,"$500,000 "
M1175,Eagle Eye,"$80,000,000 "
M1176,Choke,"$3,400,000 "
M1177,The Boat That Rocked,"$50,000,000 "
M1178,My Best Friend's Girl,"$20,000,000 "
M1179,2012,"$200,000,000 "
M1180,Precious,"$10,000,000 "
M1181,The Men Who Stare at Goats,"$24,000,000 "
M1182,Disneyâ€™s A Christmas Carol,"$190,000,000 "
M1183,The Box,"$25,000,000 "
M1184,The Fourth Kind,"$10,000,000 "
M1185,The House of the Devil,"$900,000 "
M1186,Rise of the Planet of the Apes,"$93,000,000 "
M1187,The Change-Up,"$52,000,000 "
M1188,Gentlemen Broncos,"$9,500,000 "
M1189,The Guard,"$6,000,000 "
M1190,The Smurfs,"$110,000,000 "
M1191,The Devil's Double,"$19,100,000 "
M1192,The Future,"$1,000,000 "
M1193,"Crazy, Stupid, Love","$50,000,000 "
M1194,Hereafter,"$50,000,000 "
M1195,Jackass 3D,"$20,000,000 "
M1196,Carlos,"$18,000,000 "
M1197,Conviction,"$12,500,000 "
M1198,Secretariat,"$35,000,000 "
M1199,Nowhere Boy,"$1,900,000 "
M1200,Stone,"$22,000,000 "
M1201,My Soul to Take,"$25,000,000 "
M1202,Life as We Know It,"$38,000,000 "
M1203,22 Jump Street,"$50,000,000 "
M1204,The Homesman,"$16,000,000 "
M1205,The Fault in Our Stars,"$12,000,000 "
M1206,The Rover,"$8,500,000 "
M1207,A Million Ways to Die in The West,"$40,000,000 "
M1208,Despicable Me 2,"$76,000,000 "
M1209,Monsters University,"$200,000,000 "
M1210,Lâ€™attentat,"$3,750,000 "
M1211,World War Z,"$190,000,000 "
M1212,Man of Steel,"$225,000,000 "
M1213,On the Road,"$25,000,000 "
M1214,Chernobyl Diaries,"$1,000,000 "
M1215,Men in Black 3,"$215,000,000 "
M1216,Polisse,"$8,900,000 "
M1217,Fifty Shades Freed,"$55,000,000 "
M1218,Winchester,"$3,500,000 "
M1219,Atonement,"$30,000,000 "
M1220,Juno,"$7,000,000 "
M1221,Le Scaphandre et le Papillon,"$14,000,000 "
M1222,Awake,"$8,600,000 "
M1223,The Savages,"$9,000,000 "
M1224,Igor,"$22,000,000 "
M1225,John Wick: Chapter Two,"$40,000,000 "
M1226,Ghost Town,"$20,000,000 "
M1227,Lakeview Terrace,"$20,000,000 "
M1228,The Duchess,"$27,000,000 "
M1229,Appaloosa,"$20,000,000 "
M1230,The Women,"$16,000,000 "
M1231,Righteous Kill,"$60,000,000 "
M1232,Burn After Reading,"$37,000,000 "
M1233,Michael Jackson's This Is It,"$60,000,000 "
M1234,Saw VI,"$11,000,000 "
M1235,The Boondock Saints 2: All Saints Day,"$8,000,000 "
M1236,Cirque du Freak: The Vampire's Assistant,"$40,000,000 "
M1237,Astro Boy,"$65,000,000 "
M1238,Fantastic Mr. Fox,"$40,000,000 "
M1239,Where the Wild Things Are,"$100,000,000 "
M1240,Amelia,"$40,000,000 "
M1241,The Stepfather,"$20,000,000 "
M1242,Law Abiding Citizen,"$53,000,000 "
M1243,Cowboys and Aliens,"$163,000,000 "
M1244,Attack the Block,"$13,000,000 "
M1245,Friends with Benefits,"$35,000,000 "
M1246,Elle s'appelait Sarah,"$14,500,000 "
M1247,Captain America: The First Avenger,"$140,000,000 "
M1248,Another Earth,"$175,000 "
M1249,Snow Flower and the Secret Fan,"$6,000,000 "
M1250,It's Kind of a Funny Story,"$8,000,000 "
M1251,Inside Job,"$2,000,000 "
M1252,I Spit on Your Grave,"$1,750,000 "
M1253,The Social Network,"$40,000,000 "
M1254,Let Me In,"$20,000,000 "
M1255,Freakonomics,"$2,900,000 "
M1256,Chain Letter,"$3,000,000 "
M1257,Case 39,"$27,000,000 "
M1258,Maleficent,"$180,000,000 "
M1259,You Again,"$20,000,000 "
M1260,Edge of Tomorrow,"$178,000,000 "
M1261,The Babadook,"$2,000,000 "
M1262,Blended,"$45,000,000 "
M1263,Thunder and the House of Magic,"$34,000,000 "
M1264,X-Men: Days of Future Past,"$200,000,000 "
M1265,20 Feet From Stardom,"$1,000,000 "
M1266,This is the End,"$32,000,000 "
M1267,The Purge,"$3,000,000 "
M1268,The Internship,"$58,000,000 "
M1269,What to Expect When You're Expecting,"$37,500,000 "
M1270,Moonrise Kingdom,"$16,000,000 "
M1271,The Dictator,"$65,000,000 "
M1272,Cinderella,"$95,000,000 "
M1273,Chappie,"$49,000,000 "
M1274,Unfinished Business,"$35,000,000 "
M1275,El abrazo de la serpiente,"$1,400,000 "
